Winner,weight_class,B_avg_KD,B_avg_SUB_ATT,B_avg_SIG_STR_landed,B_avg_TD_att,B_avg_HEAD_landed,B_avg_BODY_landed,B_avg_LEG_landed,B_avg_DISTANCE_landed,B_avg_CLINCH_landed,B_avg_GROUND_landed,B_avg_CTRL_time.seconds.,B_total_title_bouts,B_longest_win_streak,B_wins,B_losses,B_win_by_KO.TKO,B_win_by_Submission,B_Reach_cms,B_age,B_current_streak,B_win_by_Decision,R_avg_KD,R_avg_SUB_ATT,R_avg_SIG_STR_landed,R_avg_TD_att,R_avg_HEAD_landed,R_avg_BODY_landed,R_avg_LEG_landed,R_avg_DISTANCE_landed,R_avg_CLINCH_landed,R_avg_GROUND_landed,R_avg_CTRL_time.seconds.,R_total_title_bouts,R_longest_win_streak,R_wins,R_losses,R_win_by_KO.TKO,R_win_by_Submission,R_Reach_cms,R_age,R_current_streak,R_win_by_Decision
Blue,Lightweight,0,1.125,18.75,3.25,12,2.375,4.375,12.75,2.125,3.875,64.875,0,1,2,2,0,1,177.8,25,-1,1,0.25012207,0.28137207,78.75073242,4.504516602,46.30847168,21.0802002,11.36206055,53.26721191,14.51086426,10.97265625,306.237915,0,4,8,6,1,1,180.34,34,4,6
Red,Middleweight,0.035560489,0.000368595,22.41966081,0.00013113,11.01374555,6.116232276,5.289682984,18.61405253,3.073669791,0.731938481,0.277187228,13,16,17,7,11,3,195.58,45,16,3,0.817016602,0.004150391,36.53204346,0.13861084,25.62634277,4.269836426,6.635864258,29.46966553,1.034973145,6.027404785,14.21820068,1,3,8,7,4,0,200.66,36,-2,2
Red,Featherweight,0.135253906,0.03137207,45.98895264,5.125305176,35.47039795,6.323791504,4.194763184,43.53857422,0.860351563,1.590026855,93.90869141,0,2,9,6,3,0,187.96,30,1,6,0,3.125,28.375,3.375,19.25,8.75,0.375,3.875,1,23.5,486.25,0,4,4,0,0,1,177.8,26,4,3
Red,Heavyweight,0.912841797,0.000976563,18.55895996,0.205200195,13.94604492,4.469238281,0.143676758,6.69934082,1.153564453,10.70605469,29.92333984,0,2,6,8,6,0,195.58,37,-3,0,0.09375,0,61.953125,1.46875,38.4375,14.78125,8.734375,55.6875,3.265625,3,48.5625,0,4,5,2,2,0,203.2,32,4,3
Red,LightHeavyweight,0.03125,0,20.0546875,1.375,15.3046875,3.4453125,1.3046875,9.453125,5.46875,5.1328125,30.5078125,0,2,4,4,3,0,190.5,26,-1,1,0.4375,0,23.1875,1.125,15.625,5.5,2.0625,13.75,2.375,7.0625,152.25,0,4,4,1,3,0,190.5,28,-1,1
Blue,Heavyweight,0.09375,0,33.75,0.0625,18.5625,5.09375,10.09375,26.5625,7.125,0.0625,60.90625,0,3,3,3,2,0,190.5,27,3,1,0.00787735,0.266309023,34.36572742,1.003968954,13.21084094,11.32221484,9.832671642,30.0706284,3.914135218,0.380963802,37.29219007,0,4,13,10,5,6,213.36,32,-1,2
Red,Middleweight,0.876953125,0,24.46679688,0.0234375,16.81640625,1.912109375,5.73828125,11.46289063,2.98046875,10.0234375,20.546875,0,3,6,4,5,0,195.58,36,-1,1,0.550964355,0,66.43481445,6.635314941,33.57965088,8.924743652,23.93041992,57.5357666,5.271118164,3.627929688,87.22583008,3,9,12,3,5,0,185.42,29,2,7
Red,Lightweight,0.4375,0,91.5625,0.015625,62.359375,7.5,21.703125,88.296875,2.6875,0.578125,8.9375,1,4,5,2,5,0,177.8,31,1,0,0.001464844,1.410644531,55.50976563,8.872070313,47.02783203,5.749023438,2.732910156,26.015625,0.971191406,28.52294922,597.5966797,3,12,12,0,2,4,177.8,32,12,6
Blue,CatchWeight,0,0.3125,72.8125,0.8125,36.875,24.8125,11.125,69.6875,2.1875,0.9375,46.6875,0,2,4,1,0,1,172.72,29,2,3,0.0625,0.375,86.625,2.3125,40.5,10.1875,35.9375,78.6875,5.875,2.0625,80.25,0,3,4,1,0,3,175.26,27,3,1
Blue,WomenFlyweight,0.06262207,0.002578735,51.18103027,2.583847046,23.72491455,16.83158875,10.62452698,42.51171875,6.097595215,2.571716309,44.93418884,3,4,11,6,3,2,157.48,29,-1,6,0.001953125,2.0078125,59.07226563,1.802734375,39.171875,11.09960938,8.80078125,32.73242188,2.5234375,23.81640625,319.6660156,1,3,7,3,0,0,172.72,31,1,7
Blue,Featherweight,1.625,0,67.375,1.5,38.1875,20.625,8.5625,51.25,3.125,13,91.75,0,2,3,2,2,0,177.8,26,-1,1,0.171875,0,38.0546875,0,20.4296875,5.3125,12.3125,36.40625,1.6484375,0,6.9453125,0,4,5,3,4,0,177.8,29,4,1
Red,WomenFlyweight,0.125,0,34.5,1.125,16.125,9.75,8.625,20,10.5,4,214.25,0,2,3,1,1,0,170.18,31,2,2,0,0.59375,18.078125,3.296875,13.40625,1.78125,2.890625,8.046875,0.78125,9.25,429.265625,0,2,5,2,1,4,160.02,25,2,0
Blue,Welterweight,0.75,2.164550781,61.71972656,3.463867188,40.13769531,8.027832031,13.55419922,54.80078125,4.665527344,2.253417969,208.9326172,0,6,8,4,3,2,185.42,34,1,3,0,1.6875,27.375,3.625,18.9375,4.5625,3.875,10.5625,1.375,15.4375,195.375,0,5,5,0,0,3,180.34,38,5,2
Red,Featherweight,0.8203125,0.0546875,45.78125,0.765625,43.171875,1.453125,1.15625,21.2890625,1.8125,22.6796875,20.4140625,1,3,6,2,4,2,182.88,33,3,0,0.2890625,0.3671875,71.046875,5.7890625,55.53125,11.2265625,4.2890625,63.75,6.65625,0.640625,79.4609375,1,6,6,2,3,3,175.26,29,-1,0
Blue,Bantamweight,0.09375,0.125,36.625,0.90625,18.8125,7.34375,10.46875,31.53125,1.5,3.59375,74.875,0,5,5,1,2,1,177.8,28,5,2,0.25,0.140625,47.046875,1.5625,34.875,5.734375,6.4375,45.046875,1,1,21.296875,1,4,5,2,2,1,170.18,32,-1,2
Blue,Heavyweight,0.000976563,0.015625,28.45996094,5.776367188,19.46386719,5.333984375,3.662109375,14.87207031,4.58203125,9.005859375,431.8691406,0,3,6,5,2,0,198.12,34,-1,4,0.256347656,0.023681641,58.81896973,1.879272461,40.7208252,12.57861328,5.51953125,44.37158203,12.1706543,2.276733398,261.3093262,0,4,8,6,4,2,198.12,38,-1,2
Red,Featherweight,0.0078125,0.984375,10.390625,6.3046875,9.0703125,1.0078125,0.3125,8.625,0,1.765625,132.1796875,0,3,6,2,1,3,182.88,31,3,2,0.570402145,1.53E-05,67.16823459,0.851579189,33.12458515,20.87707162,13.16657782,51.92162251,4.906379223,10.34023285,91.78734851,0,4,14,9,7,0,190.5,34,4,7
Red,Welterweight,0.375,0.01965332,82.73406982,6.872344971,49.10369873,12.27511597,21.35525513,74.35046387,4.633789063,3.749816895,128.9945984,1,3,8,8,0,2,190.5,35,3,6,0.020874023,0.766052246,17.55389404,0.304992676,8.015594482,4.559631348,4.978668213,12.5473938,2.626464844,2.3800354,60.41546631,3,5,7,9,4,0,190.5,36,-1,2
Red,WomenBantamweight,0,0.3125,35.0625,4.09375,20.875,12.59375,1.59375,11.4375,11.1875,12.4375,306.1875,1,4,5,1,2,0,175.26,31,4,3,0.28125,0.5,32.6640625,0.0625,14.8828125,10.46875,7.3125,17.2265625,10.6875,4.75,63.3203125,2,5,6,2,3,0,180.34,36,1,3
Red,WomenBantamweight,0.5,0.0625,62.25,0.0703125,38.8515625,11.296875,12.1015625,59.28125,1.6328125,1.3359375,3.328125,0,3,5,3,1,1,172.72,32,-2,3,0.033203125,0.125,29.19238281,2.643554688,13.17382813,7.28125,8.737304688,20.24804688,6.407226563,2.537109375,319.5537109,5,3,6,5,2,0,175.26,38,3,4
Red,WomenBantamweight,0.03125,1.5,66.3125,5.1875,54.21875,9.6875,2.40625,41.96875,3.1875,21.15625,417.125,0,2,4,2,0,0,170.18,35,2,4,0,0.5,27.625,1.3125,23.6875,2.8125,1.125,18.5625,4.8125,4.25,212.25,0,4,4,1,0,1,172.72,29,4,3
Red,Middleweight,0.9375,0,87.9375,0.0625,49,35.4375,3.5,79.0625,5.8125,3.0625,6.375,0,5,5,0,4,0,182.88,29,5,1,1.1015625,0.265625,54.8046875,0.0390625,25.9375,9.171875,19.6953125,52.2421875,0.6875,1.875,8.234375,3,8,8,0,3,0,203.2,31,8,5
Blue,Welterweight,0.5625,0.223144531,37.62646484,4.522705078,25.60058594,6.529052734,5.496826172,31.02026367,4.032714844,2.573486328,290.5378418,0,3,9,4,0,4,185.42,26,2,4,0.000123531,0.000797342,25.10193165,4.373028582,10.61177086,7.614044276,6.876116514,13.49611978,2.398155041,9.207656834,147.0400326,2,6,19,12,6,0,182.88,38,6,12
Blue,LightHeavyweight,0.650390625,0.035400391,31.78820801,0.237915039,18.86181641,5.440917969,7.485473633,26.78356934,3.755493164,1.249145508,16.6348877,0,4,9,5,3,2,198.12,37,1,4,0.359375,0.015625,72.453125,0.421875,27.828125,27.53125,17.09375,65.0625,6.09375,1.296875,9.703125,1,6,6,1,3,1,195.58,30,6,2
Red,Featherweight,1.25,0,26.78125,3.25,23.78125,2.75,0.25,16,2.3125,8.46875,26.4375,0,3,4,2,2,0,172.72,29,3,2,0.25,0,65.25,0.0625,26.1875,24.125,14.9375,46.4375,16.8125,2,132.375,0,4,4,1,1,0,185.42,29,-1,3
Red,LightHeavyweight,0.125,1,37.125,4,30.125,6.875,0.125,30.125,4.375,2.625,151.5,0,4,4,0,1,1,200.66,29,4,2,0.25,0,20.3125,0,17.8125,1.0625,1.4375,5.9375,4.1875,10.1875,78.25,0,3,3,2,3,0,208.28,28,3,0
Red,Welterweight,0.245239258,0.15625,36.0682373,1.831542969,20.05322266,13.08044434,2.934570313,17.81420898,11.59057617,6.663452148,133.8708496,6,3,9,5,5,1,187.96,38,1,3,0.00390625,0.004394531,137.1044922,7.610351563,96.00195313,21.43505859,19.66748047,128.2124023,8.234863281,0.657226563,267.5429688,2,7,10,2,2,2,182.88,32,3,6
Red,WomenStrawweight,0,0.063110352,43.9888916,1.245117188,30.51281738,4.853515625,8.622558594,30.44909668,9.914794922,3.625,107.9429932,0,1,6,8,0,1,160.02,35,-1,5,0.125,0.75,18.125,2.75,11.625,3.125,3.375,13.75,2.375,2,45.375,0,2,3,1,0,2,160.02,27,2,1
Red,Middleweight,0.046875,0.5,28.26171875,1.001953125,22.39257813,2.9765625,2.892578125,18.0625,6.419921875,3.779296875,36.70507813,0,3,5,5,2,1,187.96,29,-4,2,1.25,0.234375,52.625,0.484375,29.375,12.484375,10.765625,42.75,4.875,5,67,0,3,5,2,2,1,205.74,27,-1,2
Red,Lightweight,0.015625,0.1875,23.34375,7.609375,16.03125,5.71875,1.59375,14.90625,2.484375,5.953125,333.921875,0,3,5,2,1,0,187.96,37,2,4,0.500244141,0.562744141,96.50146484,3.009033203,51.61694336,24.16040039,20.72412109,71.53442383,12.02172852,12.9453125,161.4758301,0,4,7,6,1,1,180.34,34,4,5
Red,WomenStrawweight,0.500305176,0.28125,76.41662598,1.273986816,53.52880859,21.34490967,1.542907715,63.1751709,8.775695801,4.465759277,96.00170898,0,3,7,8,1,0,162.56,35,1,5,0,0.3984375,52.43359375,3.1953125,21.36328125,14.1484375,16.921875,38.72265625,10.79296875,2.91796875,128.890625,0,3,5,4,0,2,157.48,34,2,3
Red,WomenFlyweight,0,0.625,86.8125,3.5625,37.5,30.25,19.0625,76.1875,6.9375,3.6875,137.4375,0,3,3,2,0,0,175.26,31,3,3,0.25,0.0078125,35.46875,2.515625,28.859375,3.515625,3.09375,29.296875,3.171875,3,353.984375,1,1,3,5,1,0,175.26,37,-2,2
Red,LightHeavyweight,0.625,0,24.9375,0,10.75,8.5625,5.625,15.0625,7.75,2.125,37.125,0,1,2,3,2,0,208.28,31,-1,0,0.265687943,0.189349174,57.11452985,2.241091728,37.70349264,9.870986223,9.540050983,32.39896989,22.51347256,2.202087402,84.20179963,1,3,12,11,4,4,195.58,39,-2,4
Red,Heavyweight,0.25,0,61.875,0.25,34.125,18.125,9.625,44.875,14,3,77.5,0,4,4,0,2,0,195.58,29,4,2,0.632392883,0.064453125,58.19042969,3.271812439,44.99282074,8.556358337,4.64125061,16.33352661,4.81035614,37.04654694,274.0879364,1,4,11,7,8,0,203.2,40,1,3
Blue,Middleweight,0.380859375,0.333007813,27.45947266,1.1796875,11.21679688,5.784667969,10.45800781,23.92871094,2.945800781,0.584960938,33.10791016,0,2,8,4,1,4,190.5,36,2,3,0.078125,0,39.375,2.953125,28.203125,3.671875,7.5,31.484375,7.34375,0.546875,81.640625,0,2,3,4,1,0,187.96,30,-1,2
Blue,LightHeavyweight,0.4375,0.5,51.25,4.875,33.125,10.1875,7.9375,34.625,10.5,6.125,134.5625,0,4,4,1,2,0,198.12,28,4,2,0.053710938,0.376464844,64.88867188,1.983642578,41.71533203,13.43237305,9.740966797,61.42553711,2.088623047,1.374511719,30.75268555,1,3,8,5,5,2,193.04,32,-1,1
Blue,Welterweight,0.062507629,0.019592285,62.45050526,5.456580639,37.25634861,13.4012742,11.79288244,42.53367615,12.93921757,6.977611542,163.7597384,0,7,16,6,5,1,203.2,33,1,10,0.024791718,0,63.90507698,0.31758213,47.66159248,12.42742252,3.816061974,43.66701603,16.06524467,4.172816277,44.126441,5,5,13,8,6,0,187.96,38,3,7
Blue,WomenFlyweight,0,0.78125,68.78125,0.5625,48.96875,12.03125,7.78125,54.21875,9.9375,4.625,25.59375,0,1,3,3,0,0,167.64,27,1,3,0.5,0,65.375,0.0625,48.625,10.875,5.875,57.4375,7.4375,0.5,52.1875,0,2,3,2,1,0,182.88,30,-1,2
Red,WomenStrawweight,0,0.25,12,0.5,7.5,2.625,1.875,8.5,1.5,2,100.75,0,2,2,2,0,1,160.02,29,-1,1,0,0.375,27,1.375,11.625,9.5,5.875,21.875,2.875,2.25,42.5,0,1,1,3,0,1,170.18,28,1,0
Blue,Bantamweight,0.003982544,0.033341885,41.31276113,6.258011907,25.24565783,7.564017981,8.503085315,37.33955649,1.392692834,2.580511808,120.9462114,9,5,17,9,4,2,172.72,38,3,10,0.5625,0.092773438,73.63012695,0.652099609,35.67407227,17.30004883,20.65600586,66.6574707,3.580566406,3.392089844,28.14135742,0,4,8,5,3,3,165.1,33,-1,2
Blue,Heavyweight,0.5,0,26.8125,0,17.375,4.0625,5.375,20.75,5.0625,1,2.75,0,4,4,1,4,0,198.12,32,4,0,0.190672874,0.000976563,15.03542233,0.035003662,7.78600502,4.562706947,2.686710358,13.16067219,0.797275543,1.077474594,4.609265327,5,9,15,6,10,0,195.58,36,9,5
Blue,Bantamweight,0.110839844,0.692871094,70.31152344,2.003051758,32.95300293,20.04467773,17.31384277,49.4296875,14.44726563,6.434570313,137.2324219,0,5,9,5,4,4,177.8,27,-1,1,0.5,0.375,36.5,0.75,24.75,8.375,3.375,32.75,0.875,2.875,10.75,0,4,4,0,2,0,182.88,25,4,2
Blue,Bantamweight,0.03125,1,66.375,18.03125,41.9375,11.625,12.8125,28.125,4.875,33.375,489.5625,0,4,4,2,0,0,172.72,29,-2,4,0.786407471,0,39.99551392,2.322753906,27.22973633,8.828521729,3.937255859,33.64993286,4.053283691,2.292297363,70.46932983,3,3,10,6,5,0,167.64,35,3,4
Red,Heavyweight,0.125244141,0.334960938,103.7012939,2.881103516,91.48742676,5.710449219,6.503417969,76.33654785,12.11413574,15.25061035,186.5019531,9,4,11,3,3,4,182.88,41,4,4,0.58694458,0,80.02575684,3.600799561,55.64117432,16.28347778,8.101104736,62.48129272,11.84619141,5.698272705,183.9734192,6,6,13,3,9,0,203.2,37,3,4
Blue,Lightweight,0.0625,0.515625,42.90625,4.03125,20.8125,10.640625,11.453125,21.46875,10.390625,11.046875,212.984375,0,4,5,2,1,0,182.88,37,-1,4,1.63E-08,0.706600011,16.80339903,0.692883126,9.000398291,3.886336827,3.916663908,12.5939241,2.816244557,1.393230374,65.58225521,0,7,21,14,3,10,180.34,36,2,8
Red,Heavyweight,0.004394531,0.809082031,52.00537109,0.977539063,41.92431641,7.206542969,2.874511719,38.44726563,12.74755859,0.810546875,235.8222656,0,2,8,4,1,6,203.2,43,2,1,0.049072266,0,20.98163605,1.374370575,13.07727051,6.878471375,1.025894165,10.62125778,9.608978271,0.751399994,55.24493408,1,6,14,5,10,0,200.66,35,2,4
Red,Lightweight,0.33203125,0.005859375,70.39648438,1.58984375,58.6875,6.09375,5.615234375,51.85742188,8.259765625,10.27929688,273.7714844,0,3,7,3,1,1,175.26,36,1,4,0.519546509,1.500534058,18.81417847,3.172958374,11.55319214,4.812591553,2.448394775,12.75741577,2.282012939,3.774749756,236.2898407,0,5,12,5,2,5,182.88,31,1,5
Blue,Middleweight,0.003417969,0.317565918,25.63684082,4.668151855,18.25756836,5.941101074,1.438171387,20.81030273,3.150390625,1.676147461,122.5257568,5,9,10,5,4,3,198.12,36,9,3,0.004394531,0.008300781,46.19140625,3.538574219,32.42822266,8.544921875,5.218261719,38.45019531,5.856445313,1.884765625,149.0756836,0,3,8,4,2,0,185.42,32,1,6
Blue,WomenFlyweight,0,0,62.5,1,41.375,8,13.125,54.625,7.375,0.5,153.625,0,2,2,2,0,0,162.56,31,-1,2,0.01953125,0.375,93.09375,3.4453125,33.52734375,15.89257813,43.67382813,83.33984375,7.345703125,2.408203125,139.1914063,0,2,6,4,1,1,165.1,34,1,4
Blue,Bantamweight,0.25,0,55.75,2,28.375,13.25,14.125,45.5,3.25,7,138.5,0,2,2,2,1,0,177.8,26,-1,1,0.3125,0.0078125,31.74609375,3.39453125,15.10546875,10.17578125,6.46484375,18.91015625,9.8046875,3.03125,83.20703125,0,3,5,4,0,0,167.64,39,3,5
Red,Welterweight,0.265625,0.515625,37.0390625,0.87109375,21.6171875,10.19921875,5.22265625,22.484375,10.09765625,4.45703125,127.5429688,0,2,6,3,2,2,198.12,30,1,2,0.622558594,0.191894531,102.0290527,0.014892578,60.02966309,7.662719727,34.33666992,98.21655273,1.486694336,2.325805664,17.15734863,0,6,11,3,6,3,190.5,28,-1,1
Red,Middleweight,1.125,0.25,14.625,2.875,11.875,2,0.75,7.5,3.25,3.875,85.125,0,4,4,0,2,1,187.96,22,4,1,0.049102783,0.000183105,56.35980225,8.223358154,35.30368042,15.9208374,5.135284424,47.02355957,5.32800293,4.008239746,129.6242371,0,5,11,5,6,1,195.58,36,2,4
Blue,Lightweight,0.000488281,1.125488281,78.00292969,3.018066406,36.23388672,28.32080078,13.44824219,54.06884766,13.04345703,10.890625,137.9516602,0,4,6,6,1,1,180.34,33,4,4,0.1484375,0.203125,66.4140625,2.40625,25.62890625,18.4375,22.34765625,62.3671875,1.515625,2.53125,34.97265625,0,1,3,6,1,1,180.34,28,-1,1
Red,Welterweight,0.875,0.1640625,25.69140625,2.85546875,18.21484375,2.734375,4.7421875,20.3671875,0.8203125,4.50390625,140.3710938,0,2,4,5,1,1,190.5,33,-3,2,0.020568848,0.02204895,33.93917847,3.872879028,20.30818176,7.014389038,6.616607666,26.8434906,3.282516479,3.813171387,191.5683441,0,3,10,7,4,3,193.04,32,-1,3
Red,Middleweight,0.35546875,0,27.671875,1.30859375,16.62890625,2.1640625,8.87890625,25.5234375,1.69140625,0.45703125,39.72265625,1,4,6,3,2,0,187.96,27,1,4,0.101928711,0,63.86962891,0.270629883,35.15930176,10.8494873,17.86083984,58.0715332,3.542236328,2.255859375,25.45166016,3,9,11,3,5,0,185.42,29,2,6
Red,LightHeavyweight,0.316894531,0.031738281,14.30322266,0.000488281,12.33642578,1.630859375,0.3359375,11.66503906,1.679199219,0.958984375,2.372558594,0,2,6,6,4,0,190.5,44,2,2,0.447593689,0.000614166,28.97455025,3.028884888,20.94520378,2.541996002,5.487350464,19.44703484,0.997825623,8.529689789,334.8390808,3,3,10,10,8,0,193.04,38,-1,2
Red,WomenStrawweight,0.125,0.25,71.25,1.125,33.25,24.375,13.625,44.5,25,1.75,66.875,0,2,2,2,0,0,165.1,33,-1,2,0,0.020507813,39.63085938,9.576171875,27.95019531,7.024414063,4.65625,29.78027344,5.725585938,4.125,184.0458984,2,3,7,4,0,1,160.02,32,1,6
Red,LightHeavyweight,0,0.25,6.25,3.25,4.625,1.25,0.375,3.125,2.25,0.875,68.75,0,2,2,2,0,2,177.8,33,2,0,0.25,0.90234375,33.39453125,3.73046875,20.09765625,9.2109375,4.0859375,22.203125,6.828125,4.36328125,88.3828125,0,1,4,5,0,4,193.04,32,1,0
Red,Heavyweight,0.290863037,0.000427246,61.48114014,2.478027344,31.73156738,7.451782227,22.29779053,54.34204102,2.289733887,4.849365234,84.81018066,3,6,10,6,5,2,200.66,33,1,3,0.049072266,0.582519531,61.40629578,6.860656738,35.98696899,15.76916504,9.650161743,42.40048218,10.51475525,8.49105835,256.1848907,3,6,11,6,4,3,195.58,42,-1,4
Red,Middleweight,0.261749268,0.000274658,52.63327026,4.262573242,28.83969116,10.01242065,13.78115845,43.10974121,8.347015381,1.176513672,109.2220764,2,5,10,6,3,2,180.34,28,5,5,0,0.46875,51.6953125,6.0234375,30.2265625,9.359375,12.109375,40.62695313,6.74609375,4.322265625,148.0664063,0,4,7,3,3,2,195.58,32,1,2
Red,Flyweight,0.37525177,0.000526428,44.16661835,3.081439972,24.97040558,9.903095245,9.293117523,36.19744873,6.103023529,1.866146088,101.5032425,2,6,15,4,5,1,165.1,35,3,9,0.7109375,0.8671875,25.421875,1.4609375,19.1640625,5.9375,0.3203125,18.328125,3.15625,3.9375,45.875,0,4,7,1,4,1,172.72,32,4,2
Red,Bantamweight,0.5,0.125,60,8.75,45.625,10.625,3.75,29.25,26.375,4.375,442.125,0,3,3,1,0,1,190.5,28,-1,2,0,1.59375,42.96875,7.25,37.71875,4.15625,1.09375,21.375,7.25,14.34375,326.15625,0,3,4,2,0,2,180.34,28,3,2
Red,Featherweight,0,0,66.96875,6.484375,49.015625,13.171875,4.78125,54.0625,5.265625,7.640625,182.046875,0,3,5,2,0,0,162.56,30,3,5,0.06640625,0,54.06640625,2.12109375,28.11328125,12.1015625,13.8515625,45.0390625,6.8984375,2.12890625,66.8828125,0,5,6,3,1,0,172.72,31,5,5
Red,Featherweight,0.1875,0.0625,62.4375,3.5,42.75,14.25,5.4375,47.421875,6.4375,8.578125,123.90625,0,6,6,1,1,1,180.34,28,-1,4,0.703125,0,54.03125,0.625,37.15625,10.546875,6.328125,47.859375,0.78125,5.390625,4.359375,0,2,5,2,4,0,182.88,32,2,1
Red,Flyweight,0.453125,0.015625,50.8125,0.984375,36.71875,10.3125,3.78125,40.875,8.515625,1.421875,10.359375,0,1,3,4,2,0,172.72,30,-1,1,0.000244141,0.159179688,25.69018555,8.525146484,9.500488281,6.543457031,9.646240234,17.58935547,5.579101563,2.521728516,182.503418,1,2,4,9,0,1,167.64,33,-1,3
Blue,WomenStrawweight,0.6875,0.59765625,62.07421875,1.90625,55.1171875,5.11328125,1.84375,55.35546875,2.40625,4.3125,62.81640625,4,3,6,3,1,3,165.1,28,-1,2,0.125244141,0.005157471,31.36206055,2.167694092,16.4498291,8.66317749,6.249053955,21.0234375,5.19519043,5.143432617,60.86837769,3,4,11,5,3,2,157.48,28,-1,6
Blue,Welterweight,0.375,0,38.375,2.75,22.5,9.375,6.5,31,5.5,1.875,18,0,3,3,1,2,0,177.8,36,-1,1,0.09375,0.134765625,49.00195313,2.552734375,21.10742188,14.04492188,13.84960938,43.40039063,3.689453125,1.912109375,101.3261719,0,7,8,2,3,1,185.42,33,-1,4
Red,Bantamweight,0.06463623,0.00201416,45.82366943,0.286682129,31.23913574,11.40789795,3.176635742,42.7210083,2.328735352,0.773925781,4.504882813,11,7,10,5,4,0,177.8,33,7,6,2.0625,0.0625,59.65625,2.65625,43.96875,12.71875,2.96875,36.625,12.53125,10.5,77.96875,0,6,6,0,3,0,170.18,27,6,3
Red,Featherweight,0.023593426,0.134338379,148.3928695,0.08032608,109.0204706,30.13496399,9.237434864,140.9560823,5.967128754,1.469658375,7.322590351,7,13,17,5,8,2,175.26,28,-1,6,0.2578125,0.1875,119.6640625,3.890625,52.890625,14.2578125,52.515625,106.6875,9.7890625,3.1875,129.8984375,1,8,8,0,3,0,180.34,31,8,5
Red,Welterweight,1.410766602,0.005020142,66.87001038,0.888549805,44.62592316,15.74547577,6.49861145,34.40736389,11.07684326,21.38580322,217.3645782,0,3,12,6,5,1,187.96,35,2,5,1.0859375,0.004882813,146.0595703,4.452148438,88.66601563,51.72753906,5.666015625,95.26855469,26.51367188,24.27734375,465.0205078,3,11,11,0,2,1,193.04,33,11,8
Blue,Heavyweight,0.25,0.0625,18.0625,0,10.375,2.5625,5.125,14.75,3.0625,0.25,32.6875,0,3,3,2,1,1,203.2,33,3,1,0.00982666,0,39.42559814,0.272521973,29.63891602,4.384643555,5.402038574,39.0836792,0.105834961,0.236083984,2.161621094,0,2,7,8,4,0,193.04,34,-1,3
Red,Welterweight,0.046875,0.390625,31.8125,3.828125,26.28125,2,3.53125,14.359375,11.28125,6.171875,180.484375,0,3,5,2,0,4,187.96,28,3,1,0.009765625,0,36.29052734,0.8515625,22.31591797,5.579101563,8.395507813,28.03076172,6.208496094,2.051269531,77.12597656,0,2,6,6,4,0,180.34,28,2,2
Red,Lightweight,0.457275391,0.040039063,94.90197754,2.841308594,59.20922852,7.743408203,27.94934082,87.7142334,1.196044922,5.991699219,192.9150391,0,4,10,4,6,2,190.5,30,1,2,0.130493164,0.781836987,71.86966515,2.531491995,58.31850505,7.666655302,5.884504795,65.72783494,5.446595669,0.695234537,70.05106902,2,4,17,6,8,3,182.88,31,4,6
Red,CatchWeight,0,1.5625,35.1875,2.125,24.9375,5.4375,4.8125,25.375,2.125,7.6875,174.875,0,2,4,1,0,2,185.42,26,2,2,3.26E-08,0.413200021,31.60679805,1.385766253,18.00079658,6.772673655,6.833327817,24.18784819,5.632489114,1.786460748,23.16451042,0,7,20,14,3,9,180.34,36,2,8
Blue,Lightweight,0.000976563,0.250976563,71.00585938,3.036132813,34.46777344,20.64160156,15.89648438,53.13769531,10.08691406,7.78125,204.9033203,0,4,5,6,1,1,180.34,33,4,3,0.079101682,0.004185304,26.03260895,1.039947718,17.04767522,4.057201527,4.927732199,19.53521848,4.28347078,2.213919684,90.5810672,0,4,15,13,2,4,177.8,38,1,9
Red,Welterweight,0.6875,0,43.875,0.0625,33.375,4.625,5.875,35.75,6.625,1.5,9.5625,0,1,3,2,3,0,187.96,35,1,0,0,0.5625,52.79882813,7.53125,40.58984375,7.818359375,4.390625,44.578125,2.212890625,6.0078125,220.7148438,0,4,7,3,1,1,182.88,31,-1,5
Red,Heavyweight,0.1875,0,92.90625,0.9375,54.875,23.5625,14.46875,80.375,6.53125,6,51.125,0,4,5,1,2,0,203.2,31,4,3,0.0078125,0,25.80273438,6.20703125,19.27441406,2.240234375,4.288085938,11.70019531,5.190429688,8.912109375,215.8779297,0,4,8,3,4,0,203.2,29,-1,3
Red,Featherweight,0.625,0.125,99.21875,0.046875,60.046875,27.4375,11.734375,63.21875,9.890625,26.109375,108.734375,0,3,6,1,2,1,190.5,29,3,3,1.0625,0.0078125,25.7109375,0.9375,16.4375,4.8203125,4.453125,16.5859375,0.2734375,8.8515625,24.65625,0,2,6,2,3,0,177.8,35,2,3
Red,WomenBantamweight,0,0.462890625,42.72460938,0.5234375,32.06054688,6.939453125,3.724609375,33.81445313,3.94140625,4.96875,54.5703125,0,2,5,5,2,2,172.72,43,2,1,0,0.115722656,40.51757813,4.162109375,17.11816406,18.42431641,4.975097656,21.59570313,17.36816406,1.553710938,185.4199219,1,4,7,5,0,2,170.18,31,1,5
