Winner,weight_class,B_avg_KD,B_avg_SUB_ATT,B_avg_SIG_STR_landed,B_avg_TD_att,B_avg_HEAD_landed,B_avg_BODY_landed,B_avg_LEG_landed,B_avg_DISTANCE_landed,B_avg_CLINCH_landed,B_avg_GROUND_landed,B_avg_CTRL_time.seconds.,B_total_title_bouts,B_longest_win_streak,B_wins,B_losses,B_win_by_KO.TKO,B_win_by_Submission,B_Reach_cms,B_age,B_current_streak,B_win_by_Decision,R_avg_KD,R_avg_SUB_ATT,R_avg_SIG_STR_landed,R_avg_TD_att,R_avg_HEAD_landed,R_avg_BODY_landed,R_avg_LEG_landed,R_avg_DISTANCE_landed,R_avg_CLINCH_landed,R_avg_GROUND_landed,R_avg_CTRL_time.seconds.,R_total_title_bouts,R_longest_win_streak,R_wins,R_losses,R_win_by_KO.TKO,R_win_by_Submission,R_Reach_cms,R_age,R_current_streak,R_win_by_Decision
Red,Welterweight,0,0.2578125,18.703125,3.953125,13.7421875,3.6484375,1.3125,14.71875,2.7734375,1.2109375,130.0078125,0,1,4,4,1,1,193.04,38,1,2,0.03125,0.09375,54.5,2.875,28.5,19.1875,6.8125,42.875,7.9375,3.6875,123,0,4,5,1,0,0,187.96,33,4,5
Blue,Lightweight,0.03125,0.15625,34.15625,0.15625,27.21875,5.15625,1.78125,31.625,2.53125,0,26.3125,0,5,5,1,0,2,193.04,29,5,3,0.09765625,0.2578125,21.328125,2.515625,17.3046875,3.91015625,0.11328125,14.83984375,2.8515625,3.63671875,138.3125,0,3,6,3,3,1,177.8,33,1,1
Blue,Featherweight,0.125,0.875,31.5,1.25,24.75,4.25,2.5,24.625,3,3.875,97.625,1,3,3,1,1,2,182.88,29,3,0,0.049316406,0.334472656,47.36230469,7.653320313,32.52880859,4.80078125,10.03271484,18.72558594,4.34375,24.29296875,335.987793,1,7,9,3,1,2,167.64,30,-1,6
Red,WomenStrawweight,0,0.125,41,1,30.5,8.25,2.25,26.125,11.875,3,99.75,0,2,2,2,0,1,162.56,27,-1,1,0.125,0,65.75,3.125,35.625,13.125,17,53.125,9.75,2.875,179,0,3,3,1,0,0,152.4,27,3,3
Blue,Middleweight,0.5234375,0.125,49.375,1,30.08203125,10.7265625,8.56640625,40.14453125,5.90625,3.32421875,36.3203125,0,3,6,3,4,1,190.5,30,-1,1,0.640853882,0.018627167,18.28724051,1.38551569,7.548222065,6.241466522,4.497551918,14.75232267,1.176761627,2.358156204,158.5722542,1,4,13,9,6,3,187.96,37,4,4
Blue,Welterweight,0.2890625,0.321289063,63.68066406,0.8671875,42.05908203,12.71044922,8.911132813,45.07128906,11.91796875,6.69140625,67.33300781,0,3,8,4,2,1,187.96,32,2,5,1.628793716,0.446412325,54.17589068,2.346966982,34.74644256,8.792532921,10.63691521,48.21878552,2.540285587,3.416819572,67.09323382,1,8,19,4,8,5,185.42,33,4,6
Blue,Heavyweight,0.125,0.5,10.125,0,7.625,1.375,1.125,7.125,1.125,1.875,14.25,0,4,4,0,2,1,210.82,30,4,0,0.049259186,0.001039505,28.35764408,1.012208939,16.93619823,7.125833511,4.295612335,16.18844891,9.97269249,2.196502686,98.30881023,5,7,14,7,9,2,195.58,37,1,3
Red,Bantamweight,0,1.5625,32.5,4.4375,12.875,12.0625,7.5625,16.4375,8.4375,7.625,286.6875,0,4,4,1,1,2,180.34,27,4,1,0.0078125,0.09375,59.71875,3.53125,33.68359375,9.8125,16.22265625,51.0390625,6.42578125,2.25390625,37.11328125,0,7,7,2,1,1,167.64,34,-1,5
Blue,Flyweight,0.25,0.171875,53.21875,6.53125,45.21875,2.890625,5.109375,41.578125,4.296875,7.34375,255.8125,0,2,5,2,0,0,175.26,23,1,5,0.00390625,0.33203125,34.65625,2.390625,17.31640625,8.38671875,8.953125,24.03515625,6.2265625,4.39453125,65.71484375,1,2,5,4,1,3,167.64,32,2,1
Red,Lightweight,0.125,0.25,61.25,4.25,30.25,22.25,8.75,49.375,10.375,1.5,54.375,0,1,2,2,1,0,180.34,28,1,1,0,0.9375,36.875,5.125,31.25,2.75,2.875,32.5625,4.3125,0,201,0,1,2,3,0,2,185.42,27,-2,0
Blue,Welterweight,0.002929688,0.162109375,32.33105469,0.520507813,18.45507813,11.85839844,2.017578125,23.09960938,6.396484375,2.834960938,51.66894531,0,3,7,4,2,3,195.58,33,3,2,0,0.62890625,33.49023438,10.91503906,20.31835938,6.803710938,6.368164063,25.21484375,5.28125,2.994140625,284.8271484,1,3,7,4,0,2,190.5,32,3,5
Red,Featherweight,0.032227278,0.065233231,26.06190538,1.242232561,23.09846187,2.776812315,0.186631203,22.03242135,3.410149336,0.619334698,40.87794733,11,3,12,11,6,4,177.8,38,3,1,0.25,0.4375,78.375,3.0625,40.9375,13.25,24.1875,66,4.3125,8.0625,94.75,1,5,5,0,1,0,180.34,24,5,4
Red,Welterweight,0.375,0.125,49.75,1.125,25.25,9.625,14.875,41.875,7.125,0.75,81.125,0,1,2,2,0,0,177.8,30,1,2,0.158203125,0.281524658,13.47225952,3.468780518,11.17782593,1.956237793,0.338195801,2.235992432,2.929473877,8.306793213,208.8123169,0,4,12,4,4,1,193.04,35,2,7
Blue,Flyweight,0,1.25,19.75,6.0625,14,5.5625,0.1875,4.1875,3.25,12.3125,356.9375,0,3,3,2,0,2,160.02,23,-1,1,0.03125,2.328125,37,3.109375,31.625,4.71875,0.65625,7.65625,1.3125,28.03125,192.375,0,4,5,2,2,1,172.72,25,1,2
Red,Bantamweight,0.592773438,0.171875,68.51025391,0.31640625,35.93212891,24.59619141,7.981933594,56.00488281,7.4453125,5.060058594,24.77832031,0,6,10,2,5,1,170.18,26,-1,4,0.130859375,0.089355469,89.92822266,5.539550781,54.48632813,15.20898438,20.23291016,81.81689453,6.359375,1.751953125,105.3964844,5,4,9,3,5,1,170.18,30,-1,3
Red,WomenBantamweight,0.28125,0.1875,15.296875,0.703125,12.15625,2.953125,0.1875,8.1875,6.234375,0.875,15.421875,7,6,6,1,3,3,167.64,29,6,0,0.1875,1.125,35.125,1.65625,27.203125,3.359375,4.5625,22.234375,1.65625,11.234375,98.625,1,4,6,1,3,2,175.26,28,2,1
Blue,Welterweight,0.000976563,0.5078125,53.66467285,5.442321777,45.81262207,5.363098145,2.488952637,19.31054688,7.219848633,27.13427734,100.246521,0,7,11,4,4,1,203.2,29,1,6,0.005264282,0.062683105,54.84378052,5.82144165,38.41758728,3.794036865,12.63215637,43.92358398,8.811752319,2.108444214,210.8189087,3,6,12,5,5,0,175.26,33,4,7
Blue,Welterweight,0.125,0,22.5,6.3125,19.875,2.4375,0.1875,14.875,2.1875,5.4375,258.5625,0,2,3,2,1,0,182.88,29,2,2,0.006896973,0.797485352,23.983078,1.256652832,17.12937927,2.146469116,4.707229614,17.13716125,4.768997192,2.076919556,40.57440186,0,4,10,7,5,2,187.96,41,-1,3
Blue,Bantamweight,1.0625,0,19.6875,0.5625,16.6875,0.6875,2.3125,15.5,0.6875,3.5,9.75,0,5,5,0,4,0,165.1,25,5,1,0.5,0.0625,84.125,8.5,63.25,9.625,11.25,72.75,6.3125,5.0625,170.125,4,5,5,0,1,0,172.72,31,5,4
Blue,Welterweight,0.25,0.28125,20.6875,8.0625,16.125,3.84375,0.71875,8.59375,1.03125,11.0625,515.75,0,3,5,1,2,2,182.88,28,3,1,0.125,0.25,86.125,1.125,58.5,10.25,17.375,59.75,19.5,6.875,174,0,2,3,1,1,1,182.88,27,1,1
Red,Bantamweight,0.126464844,0.016113281,18.08105469,2.413574219,8.679199219,4.76953125,4.632324219,14.40673828,2.254394531,1.419921875,82.15478516,0,2,5,7,1,1,172.72,38,-1,3,0.03527832,0.054321289,33.18670654,5.635375977,21.75445557,7.409545898,4.022705078,23.64221191,8.343383789,1.20111084,26.10870361,4,4,9,6,0,6,170.18,37,1,3
Red,Bantamweight,0.032226563,0.0078125,25.48364258,0.649902344,17.55322266,7.207275391,0.723144531,16.80053711,8.00390625,0.679199219,69.3828125,0,5,8,5,1,0,175.26,33,1,7,0.5859375,0,40.48828125,0.8671875,31.953125,6.75,1.78515625,35.40625,1.8671875,3.21484375,9.19921875,1,2,4,5,3,0,175.26,32,-2,1
Red,Welterweight,0.010032654,0.196045399,15.33776379,0.969427109,11.22526503,3.354607582,0.757891178,8.752728462,3.661776543,2.923258781,35.64574528,0,7,13,9,9,2,190.5,35,1,2,1.257587433,0.89282465,45.35178137,1.693933964,23.49288511,10.58506584,11.27383041,34.43757105,4.080571175,6.833639145,99.18646765,1,8,18,4,7,5,185.42,33,4,6
Red,Featherweight,0.01171875,0.548828125,50.19726563,0.830078125,36.78320313,9.783203125,3.630859375,40.24804688,0.91796875,9.03125,99.75,3,5,6,4,2,3,182.88,29,-1,1,0.019958496,1.1953125,76.28729248,0.281738281,56.62023926,12.27539063,7.391662598,60.37854004,7.792480469,8.116271973,113.2915649,0,9,12,3,5,2,175.26,25,-1,5
Red,Lightweight,0.5,0.03125,22.25,4.234375,16.234375,2.53125,3.484375,15.28125,5.359375,1.609375,95.484375,0,2,3,4,1,1,177.8,28,-2,1,0.0625,0.59375,40.0625,7.875,31.75,6.5,1.8125,26.125,2.84375,11.09375,363.25,1,3,4,2,0,3,177.8,27,-1,1
Blue,Middleweight,0.50390625,0.03515625,87.05859375,1.609375,60.48046875,13.58984375,12.98828125,76.046875,7.41796875,3.59375,156.4257813,1,5,7,2,1,2,180.34,25,5,4,0.125,0.5,36.125,6.25,20,8.875,7.25,23.75,8.25,4.125,227.375,0,3,3,1,1,0,187.96,37,3,2
Blue,Flyweight,0,0.125,34.203125,5.1015625,23.703125,8.5390625,1.9609375,15.40625,7.203125,11.59375,200.765625,0,2,4,4,2,0,165.1,27,1,2,0,0.03125,35.3125,16.125,19.84375,4.90625,10.5625,27.5,5.4375,2.375,147.25,0,2,3,3,0,0,162.56,33,2,3
Blue,Lightweight,0.015625,0.015625,30.9375,9.15625,21,1.9296875,8.0078125,17.6328125,1.140625,12.1640625,259.1328125,0,3,6,2,1,0,185.42,30,3,4,0.125,0,33.875,3.375,23,3.375,7.5,20.625,0.5,12.75,218.25,0,2,3,1,2,0,180.34,31,1,1
Red,LightHeavyweight,0.59375,0.0625,52.75,1.78125,39.125,10.625,3,38.90625,9.28125,4.5625,122,0,2,2,4,2,0,187.96,33,-2,0,0,0,58.546875,7.484375,40.109375,10.390625,8.046875,41.234375,9.765625,7.546875,323.796875,1,3,5,2,1,0,200.66,27,2,4
Blue,Welterweight,0.578125,0.642578125,83.36132813,1.734375,58.11816406,16.42089844,8.822265625,64.14257813,11.8359375,7.3828125,96.66601563,0,3,7,4,1,1,187.96,32,2,5,1.130783081,0.062545776,20.63163757,1.239013672,17.16967773,2.89289856,0.569061279,10.23768616,3.33114624,7.062805176,37.27075195,0,6,10,7,5,1,180.34,31,-1,3
Red,WomenBantamweight,0,0.6875,30,2.125,16.0625,5.1875,8.75,23.8125,4.75,1.4375,99.0625,1,3,4,1,0,1,172.72,32,3,3,0.125,0.5,18.78125,3.875,9.28125,7.5625,1.9375,5.90625,6.84375,6.03125,324.34375,1,1,3,3,1,0,167.64,36,1,2
Red,Flyweight,0.03125,0.375,42.34375,3.21875,29.0625,7.5625,5.71875,23.4375,7.125,11.78125,112.4375,0,2,2,4,0,0,167.64,29,-1,2,0.516601563,0.2734375,48.01916504,6.388671875,24.83630371,16.62963867,6.553222656,26.77758789,18.86816406,2.373413086,214.3662109,10,10,12,2,2,3,167.64,30,2,7
Red,Flyweight,0.0625,0.0625,29.125,3.6875,12.5625,14.4375,2.125,14.6875,13.0625,1.375,110.4375,1,4,4,1,0,0,162.56,29,4,4,0.016113281,0.033691406,59.66357422,1.212158203,39.10595703,14.7980957,5.759521484,42.63671875,13.59350586,3.433349609,99.20751953,2,5,11,2,3,1,165.1,32,3,7
Red,Middleweight,0.125,0.133117676,23.5411377,0.524475098,16.85212708,2.15725708,4.53175354,17.48310852,3.972091675,2.0859375,114.9634857,0,4,9,8,1,1,190.5,30,2,6,0,0.0625,39.875,3.875,34,2.875,3,16.75,4.3125,18.8125,157.9375,0,2,4,1,1,1,177.8,39,2,2
Blue,Welterweight,0.28125,0.53125,33.25,4.46875,22.40625,6.875,3.96875,22.8125,6.8125,3.625,73.84375,0,2,3,3,2,0,185.42,29,1,1,0.141601563,0.01171875,43.64355469,1.822265625,18.89648438,9.852539063,14.89453125,35.61621094,2.015625,6.01171875,75.33105469,0,3,6,5,3,2,193.04,36,3,1
Red,Middleweight,0.5703125,0.046875,13.109375,2.1796875,11.7421875,0.734375,0.6328125,3.03125,3.96875,6.109375,79.8046875,0,5,7,1,4,1,195.58,32,2,2,0.26171875,0,68.828125,0.66015625,41.09765625,7.18359375,20.546875,58.2890625,4.3515625,6.1875,85.453125,1,5,7,2,3,0,185.42,25,2,4
Red,WomenStrawweight,0,0.5,32.125,0.5,25,2,5.125,17.625,3.875,10.625,59.125,0,2,2,2,1,1,170.18,29,-2,0,0.5,0.375,71.375,10.25,60.625,9.25,1.5,54.75,9.125,7.5,444.625,1,1,2,2,0,0,160.02,27,1,2
Blue,Middleweight,0.5,0,27.125,1.6875,15.6875,5.09375,6.34375,15.25,7.375,4.5,61.5625,0,4,5,1,1,0,195.58,27,1,4,0.047149658,0.638122559,34.43170166,8.793518066,28.91690063,1.300537109,4.214263916,15.05737305,8.141174316,11.2331543,388.0032654,1,5,11,5,2,5,198.12,35,-1,4
Red,LightHeavyweight,0.53515625,0.25390625,35.42578125,0.00390625,31.69140625,3.046875,0.6875,26.3203125,5.43359375,3.671875,12.98046875,0,2,5,4,3,0,190.5,40,2,2,0.502231598,0.037117004,16.83704758,2.626293182,14.2763443,1.896335602,0.664367676,14.92834091,0.716228485,1.19247818,44.85606384,1,5,14,5,4,1,187.96,33,5,9
Red,Bantamweight,0.25,0.688964844,15.99328613,4.518676758,9.825927734,2.726318359,3.441040039,11.25061035,3.158325195,1.584350586,104.9655762,1,2,6,8,0,3,170.18,35,-1,3,0.25,0.125,14.625,0.75,5.75,1.625,7.25,13.875,0.75,0,1.5,0,2,2,2,1,0,180.34,38,-1,1
Red,Bantamweight,0,0.1875,50.375,4.78125,29.25,14.46875,6.65625,33.21875,6.96875,10.1875,302.59375,0,2,4,2,1,0,167.64,24,2,3,0,0.75,27.3125,2.9375,13.5625,5.8125,7.9375,26.3125,0.625,0.375,14.1875,0,1,2,3,1,1,165.1,30,-1,0
Red,Flyweight,0.0625,0.09375,62.84375,7.78125,34.96875,20.1875,7.6875,29.125,5.96875,27.75,355.9375,1,3,4,2,1,0,165.1,31,3,3,1.03125,0,64.578125,6.078125,42.734375,15.359375,6.484375,49.90625,8.734375,5.9375,205.140625,1,4,6,1,2,0,167.64,26,4,4
Blue,Lightweight,0.125,0.75,19.25,0.25,12.875,2,4.375,14,0.5,4.75,82,0,3,3,1,2,0,177.8,26,3,1,0.011230469,0,50.33152866,1.787041664,15.22274303,19.66399765,15.44478798,43.38198185,6.705085754,0.24446106,56.55680847,1,3,11,10,4,0,175.26,32,3,6
Red,Middleweight,0.14453125,0.1328125,17.02539063,0.435546875,8.04296875,3.634765625,5.34765625,13.02929688,1.119140625,2.876953125,22.98242188,1,3,5,5,2,0,200.66,32,-2,1,0.265625,0.0703125,47.25,2.693359375,33.87304688,4.505859375,8.87109375,25.99414063,8.943359375,12.3125,144.9609375,0,3,7,3,3,1,193.04,31,1,3
Red,Welterweight,0.375,0,15.75,1.8125,6.375,6.125,3.25,10.3125,3.375,2.0625,27.5,0,2,2,3,1,0,187.96,32,-2,1,0.375,0.3125,35.40625,3.5,23.875,7.21875,4.3125,31.4375,2.53125,1.4375,78.90625,0,2,4,2,1,1,190.5,32,2,2
Red,Lightweight,0.536743164,0,48.53424072,0.454467773,23.09796143,14.54785156,10.88842773,45.72369385,0.613830566,2.196716309,13.39361572,1,4,9,6,4,0,185.42,30,-1,5,0.046875,0.140625,56.3125,7.90625,49.890625,2.96875,3.453125,11.5,2.078125,42.734375,411.09375,0,7,7,0,2,1,177.8,28,7,4
Red,Featherweight,0.258059025,0.004885674,49.9567759,4.06620121,29.22489929,7.656696796,13.07517982,43.30665016,4.57658577,2.073539972,139.4198949,0,3,12,11,5,0,180.34,30,-1,6,0.254882813,0.133880615,64.01671219,8.51276207,36.72210121,11.0971508,16.19746017,50.73161507,6.132341385,7.152755737,111.5575275,8,5,14,6,4,2,172.72,35,3,8
Blue,Middleweight,0.127449036,0.036224365,28.75167084,1.219676971,20.36239624,6.179431915,2.209842682,10.93436813,5.474040985,12.34326172,138.1653214,0,4,10,9,5,0,187.96,35,1,5,0.258789063,0.008300781,56.40960693,6.439147949,33.99841309,5.057983398,17.35321045,43.87695313,4.398742676,8.133911133,130.5548096,0,4,9,6,1,1,195.58,33,-2,7
Blue,Middleweight,0.78125,0,43.15625,2.40625,28.234375,6.4375,8.484375,26.90625,1.75,14.5,103.78125,0,7,7,0,5,0,185.42,39,7,2,0.109375,0.162109375,46.37890625,5.380859375,32.2421875,10.11523438,4.021484375,27.9296875,4.8125,13.63671875,213.8242188,5,9,9,1,4,2,198.12,32,9,3
Blue,WomenBantamweight,0,0.703125,45.5625,4.1875,26.78125,13.578125,5.203125,20.0625,20.78125,4.71875,200.4375,0,3,5,2,0,2,170.18,28,1,3,0.125,0.9296875,22.6953125,5.5625,15.5390625,5.140625,2.015625,14.6796875,2.234375,5.78125,158.3515625,3,5,5,3,0,1,167.64,30,-2,4
Blue,Lightweight,1.74609375,0,103.3203125,0.77734375,65.171875,16.12109375,22.02734375,87.1640625,14.5703125,1.5859375,59.25390625,2,7,8,1,6,0,187.96,28,7,2,0,0,42.875,7.25,28.5,9.25,5.125,26.875,13.75,2.25,157.5,1,3,3,1,1,0,175.26,32,-1,2
Red,CatchWeight,0.291934967,0.531303406,43.35842323,0.377456665,18.47537804,7.012403488,17.87064171,39.12160492,2.247817993,1.98900032,17.67768288,1,7,13,7,7,1,177.8,33,-1,4,3.34E-05,0.116821885,51.36120629,2.024642944,33.81569934,14.21782267,3.327684283,38.35654747,8.668852568,4.335806251,44.45866764,0,7,16,8,3,6,180.34,33,2,7
Red,Featherweight,0.06262207,0.521942139,28.48522949,6.38192749,15.27401733,11.60195923,1.60925293,16.95562744,6.349243164,5.180358887,173.9291992,0,4,9,7,0,8,187.96,27,2,1,0.064453125,0.111328125,50.23632813,5.017578125,24.92382813,4.298828125,21.01367188,41.76367188,7.259765625,1.212890625,112.1230469,1,4,7,3,2,2,180.34,34,4,3
Red,Lightweight,1.625,0.125,76.375,1.5,46.75,17.125,12.5,63.125,7.25,6,71,0,4,4,0,1,0,177.8,31,4,3,1.00390625,0.13671875,42.4296875,3.27734375,27.6171875,8.0234375,6.7890625,24.8984375,7.1953125,10.3359375,112.1992188,0,5,7,2,1,3,182.88,27,1,3
Blue,Lightweight,0.133300781,2.184570313,60.78613281,0.738769531,39.10595703,13.30029297,8.379882813,53.37255859,0.797851563,6.615722656,25.51171875,1,8,11,1,2,5,193.04,32,3,3,0.051086426,0.047159195,30.20851707,1.955854416,19.12519073,6.137859344,4.945466995,20.58023262,2.843345642,6.784938812,156.1210213,3,5,14,6,4,2,177.8,32,-2,8
Red,Bantamweight,0.0625,0.96875,10.6953125,1.234375,6.796875,2.0546875,1.84375,5.61328125,1.26953125,3.8125,86.3515625,0,2,5,4,1,2,185.42,28,-1,2,0.0859375,0.0078125,41.1171875,4.59375,17.6953125,16.8828125,6.5390625,26.71875,3.578125,10.8203125,206.78125,0,3,6,2,2,1,172.72,26,3,3
Blue,Bantamweight,0.046875,0.01171875,40.359375,0.810546875,23.32910156,13.49511719,3.53515625,30.21826172,5.373535156,4.767578125,54.42919922,0,3,7,5,2,0,180.34,36,2,5,0.252929688,0.032226563,35.16210938,4.827148438,17.35839844,8.5390625,9.264648438,28.81347656,3.508789063,2.83984375,153.3095703,0,2,5,6,1,1,172.72,38,-1,3
Blue,Middleweight,0.53125,0.140625,37.5,1.38671875,26.74609375,5.01171875,5.7421875,22.98828125,3.88671875,10.625,197.921875,0,2,6,3,2,1,193.04,31,1,3,0.425820351,0.012218475,7.281616211,7.15E-05,5.963102341,1.242921829,0.075592041,1.982541084,2.184939861,3.114135265,4.399780273,5,3,14,8,11,2,187.96,39,3,0
Red,Welterweight,0.21875,0,39.03125,0.703125,25.203125,11.421875,2.40625,36.015625,2.734375,0.28125,7.125,0,5,5,2,3,0,185.42,24,-1,2,0.1875,0.5,25.25,2,18,6.25,1,12.5625,3,9.6875,164.5625,0,2,3,2,1,0,187.96,25,-1,2
Blue,LightHeavyweight,0.03125,0.03125,21.59375,0.84375,6.5625,5.15625,9.875,14.1875,7.3125,0.09375,123.21875,0,3,4,2,1,0,200.66,36,3,1,0.09375,0.01171875,46.99804688,1.0078125,28.95898438,9.474609375,8.564453125,31.11523438,7.95703125,7.92578125,112.8867188,1,4,7,3,4,1,203.2,33,4,2
Red,Middleweight,0.642227173,0.001083374,9.857223511,0.07421875,6.528671265,0.221725464,3.106826782,6.34777832,1.387176514,2.122268677,2.494689941,3,4,9,8,4,0,187.96,46,2,5,1.265747607,7.75E-06,59.32178926,0.330067396,36.12658763,5.840817809,17.35438383,53.42485911,2.293890864,3.603039294,19.20447159,2,4,19,7,10,0,190.5,37,4,9
Red,Heavyweight,0.15625,0.03125,38.21875,1.34375,22.09375,9.15625,6.96875,20.78125,9.03125,8.40625,143.71875,0,3,4,2,2,0,187.96,34,1,2,0.504150391,0.043777466,28.40655518,0.254013062,18.49382019,6.621749878,3.290985107,18.5202179,1.504653931,8.38168335,17.70016479,0,4,11,6,5,4,213.36,28,-1,2
Red,Lightweight,0.625,0.0625,7.4375,1.0625,5,0.6875,1.75,6.5625,0,0.875,45.125,0,3,4,1,2,1,182.88,33,1,1,0.5,0.3125,26.5,2.25,17.25,4.5625,4.6875,17.0625,0.375,9.0625,94.25,1,3,4,1,1,2,190.5,36,1,1
Blue,Featherweight,0.25,0.0625,15.34375,2.15625,8.84375,4.78125,1.71875,11.75,1.5,2.09375,53.25,0,1,3,3,2,0,187.96,26,1,1,0,0.28125,39.28125,4.46875,24.5625,5.21875,9.5,36.28125,1.53125,1.46875,146.78125,0,2,3,3,0,0,175.26,32,1,3
Red,Bantamweight,0.66015625,0,30.42578125,1.3125,15.40625,10.05078125,4.96875,19.19140625,9.8203125,1.4140625,57.07421875,3,3,7,2,4,0,167.64,32,3,2,1.185546875,0.34375,44.02050781,0.6328125,24.86425781,14.19238281,4.963867188,29.00976563,4.890625,10.12011719,49.55664063,0,5,9,2,5,1,170.18,26,-1,3
Red,Middleweight,0,0.5,14.0546875,1.9609375,11.9296875,1.7890625,0.3359375,2.71875,1.4921875,9.84375,158.125,0,1,4,4,1,2,193.04,29,1,1,0.281707764,0.037254333,12.57448101,0.77103138,4.09644413,3.482933044,4.995103836,10.50464535,1.353523254,0.716312408,16.14450836,1,4,12,9,5,3,187.96,37,4,4
Red,Featherweight,0,0.375,16.8125,5.6875,6.25,8.8125,1.75,12.5625,3.625,0.625,120.375,1,1,1,4,0,0,182.88,32,-3,1,0.172851563,0.133789063,50.24121094,6.3515625,29.27050781,11.52734375,9.443359375,41.04980469,9.036132813,0.155273438,97.64550781,6,7,8,3,2,3,177.8,29,7,3
Red,Featherweight,0.125,0,29.6875,1.3125,23.3125,5.3125,1.0625,16.9375,8.6875,4.0625,126.75,0,1,2,3,1,0,180.34,30,-2,1,0.0625,1.5078125,12.25,0.6328125,10.671875,1.1484375,0.4296875,3.25,1.7265625,7.2734375,38.5234375,1,3,4,4,1,2,185.42,29,-1,1
Blue,Lightweight,0.0625,0.5,36.84375,13.15625,24.34375,8.40625,4.09375,31.59375,1.75,3.5,299.6875,0,2,4,2,0,0,170.18,35,-1,4,0,0.875,18.8125,5.0625,10.4375,5.375,3,13,3.625,2.1875,129.3125,0,3,4,1,0,3,180.34,30,3,1
Red,Heavyweight,0.146484375,0,6.13671875,0.1953125,2.84375,1.353515625,1.939453125,4.22265625,1.55859375,0.35546875,14.30664063,1,2,3,7,3,0,208.28,37,-1,0,0.097198486,0.000244141,22.62239075,6.942932129,17.35231018,2.717254639,2.552825928,17.02191162,5.201446533,0.399032593,352.7413025,1,3,8,9,7,0,185.42,40,2,1
Red,Lightweight,0.03125,0.75,45.0625,2.09375,22.9375,11.71875,10.40625,29.65625,8.75,6.65625,152.21875,0,2,4,2,1,1,177.8,32,2,2,0.127197266,0.009765625,79.66748047,2.901855469,60.71142578,12.11621094,6.83984375,56.41088867,15.99389648,7.262695313,151.4099121,0,6,10,3,2,2,177.8,38,1,6
Red,Flyweight,0,0.25,55.40625,8.203125,40.40625,13.078125,1.921875,22.8125,11.40625,21.1875,224.53125,0,2,4,3,2,0,165.1,27,1,2,0.25,0.0625,20.171875,3.703125,12.796875,6.0625,1.3125,11.875,6.65625,1.640625,69.09375,0,3,4,3,0,1,170.18,31,-1,3
Blue,Lightweight,0.073486328,0,83.06848145,0.908935547,36.19592285,28.09570313,18.77685547,81.4473877,1.227661133,0.393432617,23.78723145,1,4,8,6,3,0,185.42,30,-1,5,1.40625,0.150268555,42.63427734,2.061950684,35.53729248,2.663757324,4.433227539,24.32574463,8.328491211,9.980041504,155.0736694,0,4,12,3,5,3,182.88,27,4,4
Red,Welterweight,0.75,0.34375,60.8046875,3.8125,42.4453125,5.1015625,13.2578125,44.4375,9.5390625,6.828125,281.5078125,0,3,4,4,1,2,187.96,32,-2,1,0,0.515625,4.40625,1.90625,3.484375,0.296875,0.625,1.4375,0.546875,2.421875,103.015625,0,1,3,4,1,1,193.04,38,1,1
Blue,Middleweight,0.140625,0.09375,22.21875,1.359375,20.484375,0.46875,1.265625,5.0625,4.9375,12.21875,97.609375,0,4,6,1,3,1,195.58,32,2,2,0.2890625,0.265625,33.05078125,0.87109375,16.0859375,6.26953125,10.6953125,25.05859375,2.23828125,5.75390625,45.96484375,1,3,5,4,2,0,200.66,32,-2,1
Red,Featherweight,0.3125,0.5078125,31.25,2.5078125,21.609375,5.3046875,4.3359375,27.46875,3.546875,0.234375,51.890625,0,3,4,4,1,0,180.34,32,-1,3,0.125,1.96875,21.96875,2.46875,18.71875,3.03125,0.21875,13.65625,5.09375,3.21875,133.875,0,4,4,2,1,2,182.88,31,-1,1
Red,Heavyweight,0.78515625,0,30.5,1.16796875,13.32421875,9.85546875,7.3203125,19.765625,2.90234375,7.83203125,61.0234375,0,4,6,3,4,0,203.2,36,1,2,0.782226563,0,34.82421875,2.225585938,27.51757813,2.071289063,5.235351563,21.40136719,3.078125,10.34472656,140.1494141,1,3,9,2,6,0,203.2,34,3,3
Red,WomenStrawweight,1.25,0,95,4.5,48.75,17.125,29.125,71.75,14.125,9.125,334.25,0,2,3,1,1,0,165.1,30,1,2,0.0625,0.3203125,78.6875,1.9296875,57.15625,17.7734375,3.7578125,50,23.96875,4.71875,155.3046875,0,3,5,3,1,1,157.48,24,-1,3
Red,Heavyweight,0.137084961,0.001098633,21.44519043,0.84777832,14.3001709,6.152954102,0.99206543,12.17895508,1.11706543,8.149169922,50.41259766,0,3,9,5,7,1,200.66,34,1,1,0.140625,0.28125,44.00292969,2.08203125,30.16601563,7.2265625,6.610351563,37.63085938,4.944335938,1.427734375,33.83300781,3,6,8,3,4,2,195.58,39,-1,2
Red,Middleweight,0.375,0.15625,9.09375,0.65625,6.875,1.21875,1,5.21875,1.96875,1.90625,34.375,0,4,4,2,2,1,185.42,28,-1,1,0.000488281,0,21.02636719,0.920410156,12.09863281,3.481445313,5.446289063,16.32226563,4.629394531,0.074707031,53.06494141,0,5,8,4,1,0,187.96,28,2,7
