Winner,weight_class,B_avg_KD,B_avg_SUB_ATT,B_avg_TD_att,B_avg_HEAD_landed,B_avg_BODY_landed,B_avg_LEG_landed,B_avg_CTRL_time.seconds.,B_total_title_bouts,B_longest_win_streak,B_losses,B_win_by_KO.TKO,B_win_by_Submission,B_Reach_cms,B_age,B_current_streak,B_win_by_Decision,R_avg_KD,R_avg_SUB_ATT,R_avg_TD_att,R_avg_HEAD_landed,R_avg_BODY_landed,R_avg_LEG_landed,R_avg_CTRL_time.seconds.,R_total_title_bouts,R_longest_win_streak,R_losses,R_win_by_KO.TKO,R_win_by_Submission,R_Reach_cms,R_age,R_current_streak,R_win_by_Decision
Red,Lightweight,0.0625,0.3125,0.3125,49.4375,6.3125,3.5625,24.625,0,5,0,0,2,193.04,29,5,3,0.0078125,0.2734375,4.5546875,22.234375,7.046875,9.578125,144.3984375,0,5,2,0,3,182.88,27,1,3
Red,Middleweight,1.09375,0,3.03125,41.703125,3.234375,4.5,231.5625,0,2,4,2,0,180.34,38,-1,1,0.284454346,0.002166748,0.1484375,4.057342529,0.443450928,2.213653564,2.989379883,3,4,8,3,0,187.96,45,2,5
Red,Bantamweight,0.141113281,0.217285156,8.541503906,39.01782227,13.63818359,2.090820313,93.43481445,3,4,4,0,6,170.18,37,1,3,0,0.125,10,64.5,11.25,5.5,134.25,3,4,0,1,0,172.72,31,4,3
Red,Lightweight,0.0625,0.0625,2.3125,28.9375,13.0625,12.375,49.8125,0,4,1,1,1,180.34,29,4,2,0.8125,0.300537109,4.123901367,40.07458496,4.327514648,4.866455078,294.1473389,0,4,3,4,3,182.88,27,4,4
Blue,Featherweight,0.03125,0.044433594,1.532226563,24.49511719,11.73974609,8.936767578,70.75415039,0,2,7,0,2,185.42,27,-2,4,0.127449036,0.208007813,0.54598999,17.99364471,6.590591431,5.806686401,29.20514679,0,2,8,1,7,185.42,32,2,2
Blue,Welterweight,0.375,0,1,20.6171875,8.9609375,27.515625,17.3359375,0,2,5,2,0,182.88,29,-1,1,0.3125,0.5703125,2.9375,33.47265625,21.68359375,4.2890625,149.6640625,0,3,3,1,1,187.96,31,2,4
Red,Middleweight,0,0,0.375,33.25,4.25,4.125,67.375,1,3,1,3,0,195.58,37,-1,0,0.5,0.532470703,1.097900391,24.4085083,4.62902832,6.12701416,78.85394287,0,4,7,1,1,190.5,29,2,5
Red,WomenBantamweight,0,0.5,0.5,29.75,6.8125,9.4375,183.125,0,1,4,0,0,167.64,29,-2,0,0.25,0,2.75,10.5625,3.125,1.875,170.6875,1,1,3,1,0,167.64,35,1,1
Blue,Lightweight,0.0625,1.5,2.1875,30.875,9.4375,8.8125,231.4375,0,2,2,1,1,177.8,32,2,1,0.004394531,0.008178711,5.996459961,18.65649414,9.976074219,18.89367676,131.5407715,0,2,8,1,1,182.88,36,2,4
Blue,Featherweight,0.51611805,0.009771347,7.13240242,20.44979858,8.313393593,16.15035963,135.8397899,0,3,11,5,0,180.34,30,-1,5,0.345703125,0.267578125,3.703125,30.54101563,16.0546875,10.88671875,46.29101563,6,7,2,2,3,177.8,29,7,3
Blue,Bantamweight,0,0.375,9.5,36.296875,4.734375,4.46875,113.625,0,2,2,0,4,172.72,31,2,1,0,1.125,5.875,16.75,10.125,6.125,342.375,0,4,0,1,2,180.34,26,4,1
Red,Middleweight,0.563415527,0.074508667,1.542062759,7.19288826,6.965866089,3.990207672,32.28901672,1,4,8,5,3,187.96,37,4,4,0.40625,0,1.15625,14.3125,9.90625,8,31.875,0,3,2,3,0,193.04,32,-1,1
Red,Lightweight,0.640625,0.25,0.5,28.703125,9.296875,9.171875,35.5,0,2,4,0,2,190.5,28,-3,1,0.254394531,0.01953125,1.803710938,27.42285156,10.23242188,4.6796875,91.81982422,0,5,3,2,2,177.8,37,1,5
Red,LightHeavyweight,0,0,6.96875,43.21875,10.78125,8.09375,307.59375,1,3,1,1,0,200.66,26,2,4,0.322998047,0.01965332,2.924316406,20.246521,8.34387207,6.595214844,165.8505859,3,2,8,6,0,193.04,34,-1,1
Blue,Heavyweight,0.564453125,0,4.451171875,45.03515625,3.142578125,1.470703125,278.2988281,0,3,2,5,0,203.2,33,3,3,0.28125,0.5625,3.1640625,55.33203125,10.453125,7.220703125,67.66601563,2,6,2,4,2,195.58,38,-1,2
Red,Welterweight,0.040130615,0.784181595,1.877708435,25.9010601,9.418430328,2.031564713,83.58298111,0,7,7,9,2,190.5,35,1,2,0.0625,1.028025627,7.409039497,32.9525075,1.875282764,0.395814896,596.1714687,1,5,6,1,7,182.88,38,5,8
Red,Middleweight,0.851640701,0.024436951,0.000143051,8.926204681,1.485843658,0.151184082,6.799560547,5,3,7,11,2,187.96,39,3,0,0.03125,0.59375,5.375,12.03125,7.9375,2.65625,218.34375,0,5,1,1,3,182.88,36,5,1
Red,LightHeavyweight,0,0.015625,8.03125,27.96875,5.515625,3.796875,219.109375,0,3,3,2,0,193.04,35,-1,2,0.0703125,0.5078125,0.0078125,33.3828125,6.09375,1.375,13.9609375,0,2,4,2,0,190.5,39,2,2
Blue,Heavyweight,0.008300781,0.087554932,0.508026123,24.98764038,12.24349976,6.581970215,27.40032959,0,4,6,4,4,213.36,28,-1,2,0.29296875,0,0.390625,5.6875,2.70703125,3.87890625,27.61328125,1,2,6,3,0,208.28,36,-1,0
Blue,Welterweight,0.25,0.375,1.171875,9.015625,1.8125,0.40625,107.28125,0,4,2,0,4,182.88,27,4,1,0.4375,0,1.40625,41.40625,10.84375,2.8125,14.25,0,5,1,3,0,185.42,24,-1,2
Red,Lightweight,0,0.625,4,8,3.125,5.25,298,0,4,0,0,2,177.8,28,4,2,0.0625,0.0625,7.625,21,3.71875,1.03125,175.53125,0,3,2,1,0,185.42,29,3,2
Red,Heavyweight,0.197036743,0.00415802,0.048835754,13.74479294,3.503334045,4.182449341,62.23524094,5,7,5,9,2,195.58,37,1,3,0.5703125,0,1.3359375,13.6484375,11.7109375,12.640625,43.046875,0,3,3,3,0,203.2,35,1,2
Red,LightHeavyweight,0,0,10.125,22.125,7.5,18.75,246.375,0,2,1,0,0,190.5,36,1,3,0.28125,0.8125,0.53125,15.6875,3.59375,1.53125,84.875,0,3,2,2,2,195.58,24,-1,0
Red,Flyweight,0.3125,2.25,3.0625,32.1875,1.5625,4.1875,94.875,0,2,2,0,1,162.56,36,-1,2,0.0625,0,4.15625,41.46875,12.71875,2.96875,61.28125,1,4,1,2,0,167.64,25,4,3
Blue,Lightweight,0,0.625,8.875,30.5,2.875,1.375,193.5,0,1,2,0,2,185.42,37,1,0,0.125,0.625,6.125,17.75,1.25,4.375,343,0,1,2,0,1,185.42,32,1,1
Blue,Lightweight,0.045898438,0.0078125,2.008544922,18.78759766,18.06066895,8.287841797,59.12243652,0,4,4,5,0,190.5,30,4,5,0.046875,0.1953125,0.3203125,30.1328125,10.1328125,6.5234375,17,3,5,3,2,2,182.88,29,-1,1
Red,LightHeavyweight,0.1875,0.0234375,2.015625,28.91796875,6.94921875,1.12890625,225.7734375,0,4,2,4,1,203.2,33,4,2,0.041046143,0.549865723,5.861175537,53.85800171,27.59326172,21.33197021,336.8692932,9,12,1,4,5,213.36,28,3,6
Red,Flyweight,0.125,0.125,6.375,24.125,25.875,2.25,187.875,0,4,0,0,0,162.56,29,4,4,0.033203125,0.546875,12.77734375,39.67260742,24.25927734,11.10644531,412.7324219,9,9,2,1,3,167.64,29,2,7
Red,Middleweight,0.517578125,0.016601563,8.878295898,31.99682617,6.115966797,12.7064209,261.1096191,0,4,5,1,1,195.58,33,-2,7,0.5234375,0,1.3203125,31.1953125,4.3671875,13.09375,168.90625,1,4,2,3,0,185.42,25,2,3
Blue,Lightweight,0,0.6875,2.3125,14.09375,8,0.28125,106.46875,0,4,2,0,1,195.58,23,-1,3,0.194335938,0.34765625,3.842773438,18.05566406,6.142578125,4.787109375,212.6064453,1,2,6,1,1,180.34,30,2,3
Blue,Lightweight,0.015625,0.5859375,3.890625,20.625,4.3828125,1.8828125,256.6328125,1,2,2,0,4,190.5,28,2,2,0.015625,0.546875,5.109375,33.46875,10.09375,7.15625,228.796875,0,5,1,0,3,182.88,26,1,3
Blue,WomenBantamweight,0,0.8125,2.75,26.125,8.3125,6.8125,128.75,0,1,2,0,2,170.18,27,1,1,0,0,0.5,26.75,7.5,6.75,89.625,1,3,1,1,0,162.56,32,3,2
Blue,Welterweight,0.625,0,1.125,28.6875,6.0625,5.9375,25.75,0,2,2,2,0,185.42,29,-1,1,0,0.515625,9.66015625,37.2734375,15.21484375,16.47265625,274.3085938,1,3,3,0,2,190.5,31,3,4
Red,Featherweight,0,0.5625,7.9375,12.125,5.4375,6,293.5625,0,2,2,0,0,175.26,31,1,3,0.08984375,0.00390625,1.64453125,31.65625,7.68359375,12.51171875,15.34765625,0,6,3,4,0,177.8,32,-1,2
Red,LightHeavyweight,0.000282288,0,3.589183807,20.08667374,4.65675354,1.929443359,117.0524788,4,5,5,6,0,190.5,36,5,8,0.04296875,0.2734375,3.26953125,41.7578125,4.5625,0.0078125,147.5664063,1,5,2,2,3,193.04,36,5,1
Red,Bantamweight,0.5,1.377929688,9.037353516,18.65185547,5.452636719,5.882080078,209.9311523,1,2,7,0,3,170.18,34,-1,3,0.3203125,0,2.625,15.8125,19.1015625,9.9375,110.1484375,3,3,2,3,0,167.64,31,3,2
Red,Heavyweight,0.047185898,0.256881714,5.678462029,11.89875031,2.78635025,3.050314903,190.8920002,1,4,9,7,4,193.04,36,4,1,0,0,1.421875,19.5,2.21875,0.0625,107.25,0,2,2,5,0,200.66,31,2,0
Blue,Heavyweight,0.40612793,0.125,0.48046875,35.60864258,18.02648926,1.898925781,27.98596191,4,9,3,8,0,195.58,32,9,3,0.203125,0.7578125,0.13671875,18.06640625,3.515625,3.625,16.8984375,0,4,3,3,2,198.12,34,-1,1
Blue,Featherweight,0.21875,0.3125,0.125,13.53125,2.65625,2.65625,10.25,0,3,3,2,1,182.88,27,-1,0,0.25,0,2.875,16.625,3,2,93.375,0,2,2,1,0,175.26,32,-1,1
Red,Heavyweight,0.376404285,0.06676054,2.744253457,13.37769139,4.691285819,0.300343275,124.0875813,5,4,10,5,8,200.66,36,2,2,0.731445313,0.001953125,0.305664063,17.328125,1.423828125,2.93359375,30.109375,1,4,5,5,0,182.88,41,-1,1
Blue,Welterweight,0.00390625,0.03125,9.769287109,40.25048828,7.452392578,2.955810547,255.986084,0,7,3,3,1,203.2,28,1,6,0.1875,0,3.0625,29.40625,4.46875,5,187.125,0,2,3,2,0,180.34,38,-1,1
Red,Lightweight,0.625,0.125,2.5,35.375,11.625,9,207.375,0,4,0,1,1,182.88,26,4,2,0,0.25,3.625,36.5,2.875,3.375,277.375,0,2,1,0,2,185.42,21,2,0
Red,Middleweight,0,0.5,3,9.25,4.25,0.875,178.75,1,1,2,0,1,200.66,26,1,1,0,0.125,6.75,38,2.75,2,242.875,0,2,1,0,1,177.8,38,2,2
Red,Lightweight,0,0,1.125,20.5,8.5,9.25,61.625,1,3,1,0,0,180.34,29,3,3,0.08984375,0,1.296333313,14.78194427,13.3119812,6.558303833,78.45446777,1,3,8,4,0,175.26,31,3,5
Blue,Welterweight,0.004151344,0.169689178,0.424106598,77.54550743,5.371673584,6.07780838,9.050739288,2,5,8,2,8,193.04,30,5,3,0.984375,0,0.109375,17.6875,5.484375,1.109375,16.015625,2,7,0,6,0,187.96,27,7,1
Blue,Welterweight,0,0,3.5,19.625,7.875,4.25,281.5,0,3,1,0,0,187.96,34,3,3,0.063476563,0.45703125,2.57421875,8.872070313,4.627929688,7.41796875,118.9052734,0,2,5,2,4,187.96,31,1,0
Red,LightHeavyweight,0.5703125,0.556640625,3.419921875,12.67578125,2.3671875,1.90625,109.2890625,0,2,4,2,2,187.96,32,2,2,0,0,9.9375,53.4375,11.5625,4.1875,450.1875,1,2,1,1,0,200.66,26,2,3
Blue,LightHeavyweight,0.75,0.0625,0.1875,3.15625,0.40625,1,5.5625,0,2,2,3,1,185.42,32,-1,0,0.515625,0,0.765625,19.5625,5.46875,8.921875,14.375,0,2,3,3,0,193.04,30,-1,1
Red,Featherweight,0.25,1.9375,3.9375,14.4375,2.0625,0.4375,204.75,0,4,1,1,2,182.88,30,-1,1,0.0078125,1.528320313,9.531982422,29.70410156,6.465820313,2.21484375,378.6569824,0,5,4,2,0,180.34,31,1,7
Red,Lightweight,0.000267029,0.934575081,1.197143555,9.525594711,3.742581367,5.621474266,113.6693411,0,7,7,2,6,180.34,32,2,6,0.063247681,0.408238888,1.990633965,20.22668171,10.39066935,1.571655273,57.49667883,2,6,8,5,0,182.88,34,6,9
Blue,Middleweight,0.062990427,3.10E-05,0.320269585,58.50635052,5.363271236,23.41753531,26.81788635,1,4,7,9,0,190.5,36,4,8,0.137935638,0.011795044,0.004196167,31.43985748,8.719432831,20.2698555,3.869991302,13,16,3,11,3,195.58,40,16,2
Red,Middleweight,0.188598633,0.552490234,3.174072266,31.66760254,5.202148438,11.85705566,99.01306152,1,5,4,2,4,198.12,34,-1,4,0.125,0.5625,1.546875,19.984375,3.046875,3.96875,311.6875,0,2,3,1,1,193.04,30,1,2
Blue,Bantamweight,0.505859375,0.064453125,4.654296875,21.71679688,3.078125,6.529296875,107.6191406,0,2,6,1,1,172.72,37,-1,2,0.30859375,0.07421875,0.81640625,12.203125,1.359375,2.5234375,12.23046875,0,2,5,3,0,177.8,34,-1,1
Blue,Lightweight,0.125,0.125,6.25,12,5.4375,1.0625,76.0625,0,3,2,1,0,185.42,29,3,1,0,0,7.8125,27.8671875,9.3984375,3.265625,270.828125,1,3,3,1,0,177.8,29,3,4
Blue,Middleweight,0,0,2.75,21.75,13.375,6.375,216.25,0,2,1,0,0,195.58,26,1,3,0,0.75,3,28.375,8.875,2.625,221.5,1,1,2,0,2,193.04,26,-1,0
Red,Featherweight,0,0.25,9.625,22.25,2.5,1.125,586.5,0,2,1,0,1,175.26,37,1,2,0.197265625,0.337890625,5.61328125,21.11523438,4.203125,7.130859375,231.9511719,1,7,3,1,2,167.64,29,-1,4
Red,Middleweight,0,1.03125,2.8125,6.96875,0.59375,1.25,206.03125,0,1,3,1,1,193.04,37,1,1,0.28125,0.1875,2.71875,18.96875,0.9375,1.53125,153.21875,0,3,1,2,1,195.58,32,2,2
Red,Welterweight,0.5,0.625,6.625,20.625,3.875,3.25,280.875,0,3,1,1,1,193.04,28,-1,1,0.060699463,0.142597198,1.55147171,15.9430809,5.680526733,11.19064331,22.49174118,1,8,4,5,4,185.42,32,4,6
Blue,Welterweight,0.5,1.125,3.125,46.75,3.875,4.375,209.5,0,2,1,0,1,193.04,24,2,2,0.25,0,5.625,19.75,1.875,0.375,308.125,0,2,1,1,0,182.88,28,2,2
Red,Middleweight,0.5,0.033203125,1.755859375,20.04101563,1.889648438,1.76953125,190.2080078,0,1,6,1,1,177.8,33,1,1,0,1.064941406,2.195800781,40.8170166,9.258056641,9.25402832,156.7078857,0,4,7,0,1,190.5,29,2,5
Blue,Welterweight,1.515625,0,1.75,26.28125,5.609375,3.71875,90.828125,0,5,1,4,0,190.5,32,1,2,0.021057129,0.250732422,11.2857666,48.67034912,5.176147461,18.52862549,556.2756348,3,6,3,5,0,175.26,32,4,7
Red,Welterweight,0.75,0,0.5625,44.75,10.5,3.78125,83.46875,0,2,3,0,0,187.96,28,-1,3,0.027587891,1.189941406,1.026611328,11.51751709,3.585876465,1.828918457,49.29760742,0,4,6,4,2,187.96,40,-1,3
Red,Lightweight,0.125,0,0,7.8125,2.6875,4.5,0.875,0,2,3,1,0,177.8,33,-1,1,0.008789063,0.016357422,1.992919922,21.31298828,8.952148438,7.787353516,80.08154297,0,2,8,1,1,182.88,35,2,3
Red,LightHeavyweight,0.125,0,0,16.375,1.25,1.375,9.625,0,1,3,1,0,187.96,35,-1,0,0.375,0.046875,2.03125,14.8359375,7.8984375,0.2578125,56.546875,0,4,2,4,1,203.2,32,4,1
Red,Flyweight,0,0.0625,13.25,15.6875,5.8125,9.125,215.5,0,2,2,0,0,162.56,32,2,3,0.032226563,0.067382813,2.424316406,33.21191406,10.59619141,9.519042969,163.4150391,2,4,2,3,1,165.1,31,3,6
Red,Heavyweight,0,0.25,5.734375,11.375,2.953125,4.75,319.765625,0,3,1,1,0,190.5,29,3,5,0.388793945,0.000976563,6.771728516,27.40924072,8.869018555,4.211303711,248.96521,1,3,8,7,0,185.42,39,2,0
Blue,Flyweight,0,0.375,3.5625,23.5,14.9375,5.3125,171.1875,0,2,2,1,0,167.64,23,2,2,0,2.5,4.125,15,4.125,0.375,650.875,0,3,1,0,2,160.02,22,-1,1
Blue,Lightweight,0.125,0.375,1.375,11.375,5.625,2.25,45.125,0,2,2,1,1,187.96,31,2,0,0.25,0.375,10.5,12,6,5.25,488,1,3,1,0,2,177.8,26,-1,1
Red,Middleweight,0.125,0.25,0.875,9.375,2,2.5,89.875,0,1,3,0,0,195.58,34,-2,1,0.03515625,0.033203125,10.7565918,20.99365234,7.231933594,19.4128418,190.2192383,0,3,5,0,1,195.58,33,-2,7
Blue,Flyweight,0,0.375,7.5625,12.125,4.375,7,256.1875,0,2,2,0,1,165.1,31,1,2,0,0.5,10.40625,49.8125,13.15625,2.84375,434.0625,0,2,2,2,0,165.1,27,1,2
Red,LightHeavyweight,0.008926392,0.148468018,7.505172729,33.1053772,5.585342407,2.657470703,175.4242554,1,5,4,3,1,187.96,32,5,9,0.951049805,0.007904053,1.679260254,17.82476807,2.490509033,3.924316406,122.6310425,1,3,5,9,0,198.12,31,1,2
Blue,Heavyweight,0.40625,0.515625,0.2734375,12.1328125,2.03125,1.25,26.796875,0,3,3,3,1,198.12,34,-1,1,0.125,0.1171875,0.3359375,50.8046875,28.8046875,1.765625,283.78125,1,4,2,4,1,198.12,38,1,1
Blue,LightHeavyweight,0.00402832,0.118347168,1.429870605,10.02352905,4.743118286,5.563262939,75.91517639,1,3,8,2,4,195.58,35,-2,3,0.509796143,0.144897461,0.878707886,9.449584961,1.717727661,0.839370728,22.6612854,0,4,8,4,0,187.96,34,1,5
Red,Welterweight,0.005859375,0.32421875,0.041015625,32.91015625,16.71679688,4.03515625,9.337890625,0,3,3,2,3,195.58,32,3,2,0.50038147,0.252075195,5.272926331,31.2370224,4.781837463,10.88925171,223.8209457,2,4,9,3,0,190.5,35,-4,5
Blue,Lightweight,0.508789063,0.0390625,0.607421875,20.84570313,7.46484375,5.359375,118.6396484,0,4,3,2,2,177.8,37,1,4,0.1796875,0,0.592666626,20.56388855,13.6239624,7.116607666,94.90893555,1,3,7,4,0,175.26,31,3,5
Red,Heavyweight,0.320556641,0.000976563,0.5,8.5859375,0.632568359,0.807373047,4.329101563,0,5,4,8,0,208.28,37,5,1,0.548339844,0.004394531,0.391113281,16.20068359,4.611816406,1.968261719,35.65039063,0,3,4,6,1,200.66,33,1,1
Red,LightHeavyweight,0.375,0.25,1.125,29.5,8.5,4,104,0,2,2,2,0,187.96,32,-2,0,0.5,0.125,0.375,4.3125,0.8125,2,10.125,0,2,2,2,1,185.42,32,-1,0
Red,Lightweight,0.062988281,0.0390625,2.488769531,7.974121094,3.528320313,2.776367188,23.24462891,0,2,6,3,0,182.88,30,2,3,0.125,0,0.375,29.75,10.875,11.625,90.875,0,2,2,1,0,177.8,31,2,1
Blue,Welterweight,0.875,0,0.8125,30.8125,2.6875,0.625,11.5,0,4,1,3,0,185.42,24,-1,1,0.75,0,0,29.234375,7.921875,8.03125,20.671875,0,2,4,2,0,182.88,29,-1,1
Red,Heavyweight,0.394073486,0.00831604,0.097671509,23.48958588,7.006668091,5.364898682,124.4704819,5,7,4,9,2,195.58,36,1,3,0.12890625,0,8.90234375,79.0703125,6.28515625,2.94140625,554.5976563,0,3,2,4,0,203.2,33,3,3
Red,Welterweight,0.66796875,0.513671875,1.759765625,38.49902344,10.90820313,10.31738281,91.29492188,2,5,4,4,0,190.5,31,-1,2,0.586669922,0,0.325256348,68.34191895,14.3550415,1.227966309,58.09222412,3,4,4,6,0,187.96,33,3,5
Red,Lightweight,0.121398926,0.285194397,2.10294342,29.8861618,10.36105347,21.38128662,44.98348236,0,8,3,5,4,185.42,32,4,6,0.204345703,0.18863678,5.823417664,37.50076294,16.55143738,16.78186798,571.4840851,1,5,5,3,2,177.8,31,-2,8
Red,Featherweight,0.28125,0.03125,4.65625,10.046875,1.8125,6.484375,121.1875,0,6,1,2,1,185.42,27,6,3,0.250488281,1.087768555,2.527709961,15.09606934,9.407836914,2.437011719,90.71679688,0,4,6,0,7,187.96,26,2,1
Blue,Middleweight,0.126831055,0.149017334,3.084125519,10.38577652,6.931732178,2.980415344,60.57803345,1,4,8,4,3,187.96,36,4,4,0.6875,0.014709473,4.93371582,23.52716064,3.839935303,5.459564209,101.2001953,1,3,7,2,2,193.04,32,-1,5
Blue,Lightweight,0.008302689,0.339378357,0.848213196,20.09101486,3.743347168,1.15561676,18.10147858,2,5,8,2,8,193.04,30,5,2,0.146972656,0,0.817871094,28.3918457,28.19140625,6.553710938,28.57446289,1,4,5,3,0,185.42,29,-1,5
Blue,Heavyweight,0.140625,0,1.671875,16.296875,16.421875,11.28125,83.09375,0,2,3,2,0,203.2,35,1,2,0.812255859,0.25,0.9609375,59.21728516,29.05297852,0.797851563,55.97192383,4,9,2,8,0,195.58,31,9,3
Red,Lightweight,0.06640625,0.16015625,5.204345703,18.64599609,4.834472656,5.780517578,163.5085449,0,3,6,2,0,180.34,36,1,5,0.0625,0.518737793,11.24645996,24.97625732,10.62390137,6.247619629,385.1865845,0,4,6,1,1,172.72,31,1,7
Blue,Middleweight,0.5625,0,3.8125,19.46875,7.875,12.96875,89.5625,0,6,0,5,0,185.42,38,6,1,0.0625,1.1875,3.75,8.0625,4.875,2.3125,283.6875,0,5,0,1,3,182.88,36,5,1
Blue,Featherweight,0.96875,0,0.21875,31.375,10.96875,1.21875,30.03125,1,6,0,5,0,187.96,27,6,1,0.546875,0.515625,1.390625,56.21875,12.421875,9.21875,163.25,7,7,0,2,0,177.8,29,7,5
Blue,Middleweight,0.3125,1.5,0.5625,9.875,4.6875,3.5625,112.125,0,4,1,1,3,195.58,31,-1,0,0.21875,0.32421875,4.76171875,39.484375,2.23046875,3.04296875,160.6484375,4,9,0,4,2,198.12,31,9,3
Red,Welterweight,0.5,0.75,1.34375,16.03125,3.625,0.8125,80.5625,0,4,1,0,4,182.88,27,4,1,0.125,1.056051254,6.818078995,20.90501499,1.750565529,0.791629791,534.3429375,1,5,6,1,7,182.88,38,5,7
Red,Featherweight,1.032236099,0.019542694,2.26480484,28.89959717,5.626787186,8.300719261,142.6795797,0,3,10,5,0,180.34,29,-1,5,0.079833984,0.78125,0.126953125,26.48095703,13.1015625,2.566650391,50.16625977,0,7,3,5,2,175.26,24,-1,3
Red,Lightweight,0,1.375,4.625,23.1875,11,0.5625,212.9375,0,4,1,0,1,195.58,23,-1,3,0,0.625,3.5,12.5,3.125,5.375,158.5,1,2,1,0,2,190.5,35,1,1
Blue,Lightweight,0.28125,0.5,0,7.40625,4.59375,2.34375,57,0,2,4,0,2,190.5,28,-3,0,0.56640625,0,0.5,29.78320313,22.12890625,9.259765625,18.2578125,0,3,4,3,0,172.72,30,2,3
Blue,Lightweight,0.533203125,1.73828125,0.955078125,30.42382813,9.201171875,10.51953125,81.046875,1,6,1,2,3,193.04,31,3,3,0.091796875,0.015625,1.017089844,17.57519531,17.12133789,14.57568359,1.244873047,0,4,3,5,0,190.5,29,4,5
Blue,Lightweight,0.00012207,0.50970459,7.812561035,47.30975342,6.878173828,4.856689453,352.9890137,0,4,6,1,1,177.8,33,4,6,0.000980377,0.18347168,1.995136261,20.93660736,1.259998322,0.320556641,85.78365707,0,3,7,3,7,180.34,31,3,1
Red,Welterweight,0.314453125,0.00390625,3.560791016,7.840087891,1.447265625,1.064941406,180.78125,0,4,4,3,1,180.34,35,1,5,0.0625,0.1875,3.75,20,15.375,8.625,246,0,4,1,0,0,187.96,32,4,4
Red,Featherweight,0.55859375,0.09375,5.309570313,28.68847656,1.844726563,4.862304688,211.2314453,3,5,3,5,0,167.64,30,2,3,0.01953125,0.535522461,11.05104828,53.88840485,14.38860321,16.7898407,445.2301102,7,5,5,3,2,172.72,34,3,8
Blue,Lightweight,0.03125,0.171875,5.78125,30.25,7.765625,2.765625,260.265625,1,2,2,0,3,190.5,28,2,2,0.000534058,0.869150162,2.394287109,14.05118942,5.485162735,11.24294853,80.33868217,0,7,6,2,6,180.34,32,2,6
Blue,Welterweight,0,0.375,3.375,27.75,5.125,2.625,168.625,1,3,1,0,2,182.88,33,-1,1,0.125,0.125,2.875,16.625,5.5,3.875,86.375,0,2,1,2,0,185.42,28,1,1
Red,Welterweight,0.062988281,0.018310547,1.7890625,22.08007813,4.584228516,9.614013672,110.6689453,0,4,6,2,0,182.88,32,4,5,0.50390625,0.265625,1.81640625,19.078125,6.75390625,3.533203125,78.82421875,0,4,4,2,1,190.5,31,2,3
Red,Welterweight,0.625,0.140625,0.875,28.9453125,8.3671875,4.578125,70.328125,0,3,2,1,1,187.96,31,2,4,0.066894531,0.661621094,3.321533203,18.39892578,16.04492188,21.31518555,166.0556641,5,7,3,0,2,177.8,32,7,8
Blue,Lightweight,0,0.4375,6,12.625,7.3125,5.5625,174.9375,0,1,3,0,1,182.88,30,-2,1,0.388671875,0.6953125,0.685546875,24.11132813,5.28515625,4.57421875,121.2128906,1,2,5,1,1,180.34,29,2,3
Red,Welterweight,0.015625,0.140625,1.4375,29.921875,10.359375,5.953125,148.703125,1,5,1,1,2,180.34,24,5,3,0.0078125,0.0625,5.538574219,39.50097656,4.904785156,2.911621094,177.972168,0,7,3,3,1,203.2,28,1,5
Red,Featherweight,0.126495361,0.816477776,1.981267929,18.45336342,12.78133869,3.143310547,29.99335766,2,6,7,5,0,182.88,33,6,9,0.2578125,0.4453125,2.0703125,4.6953125,4.1953125,7.0546875,78.4921875,1,4,2,2,2,180.34,33,4,2
Blue,LightHeavyweight,0.03125,0,1.53125,27.125,5.9375,15.84375,27.75,0,2,3,2,0,193.04,30,-1,1,0.063476563,0.27734375,0.907226563,6.081054688,0.002929688,0.4140625,45.95214844,0,3,6,2,3,190.5,43,-3,0
Red,Welterweight,0,0.625,3.6875,9.4375,5.75,5.875,223.9375,0,2,3,0,1,190.5,28,-3,1,0.1328125,0.09375,0.578125,14.171875,4.8203125,13.15625,90.6484375,0,3,3,2,2,193.04,35,3,1
Blue,Middleweight,1.046875,0,0.640625,23.390625,2.734375,4.1875,54.8125,1,3,2,3,0,185.42,24,2,2,0.578125,0.53125,0.7421875,15.171875,2.5390625,3.390625,41.9296875,1,3,3,2,0,200.66,31,-2,1
Blue,Heavyweight,0,0.5,4.46875,16.75,3.90625,1.5,236.53125,0,3,1,1,0,190.5,29,3,4,0.016601563,0.175109863,0.016052246,26.97528076,17.48699951,10.16394043,35.80065918,0,4,5,4,4,213.36,27,-1,2
Red,Heavyweight,0.5859375,0,0.78125,9.375,3.4140625,2.7578125,55.2265625,1,2,5,3,0,208.28,36,-1,0,0.462890625,0.00390625,0.611328125,27.65625,0.84765625,2.8671875,58.21875,1,4,5,4,0,182.88,41,-1,1
Red,LightHeavyweight,0,0.03125,10.0625,32.9375,4.03125,4.59375,354.21875,0,3,2,2,0,193.04,34,-1,2,0.0859375,0.546875,5.5390625,32.515625,6.125,0.015625,281.1328125,1,5,2,1,3,193.04,36,5,1
Blue,LightHeavyweight,0,0,4.875,66.875,8.125,3.375,388.375,1,2,1,1,0,200.66,26,2,2,0.001953125,0.0390625,0.541015625,33.13085938,20.34179688,0.595703125,118.5429688,0,3,5,2,0,190.5,35,1,3
