"Winner","B_avg_SUB_ATT","B_avg_TD_att","B_avg_HEAD_landed","B_avg_BODY_landed","B_avg_LEG_landed","B_avg_GROUND_landed","B_avg_CTRL_time.seconds.","B_age","R_avg_SUB_ATT","R_avg_TD_att","R_avg_HEAD_landed","R_avg_BODY_landed","R_avg_LEG_landed","R_avg_GROUND_landed","R_avg_CTRL_time.seconds.","R_age"
"Red",0.149902344,14.97167969,30.81005859,4.991210938,6.980957031,19.66601563,439.4926758,29,0.5,2.953125,15.015625,2.515625,3.796875,7.921875,106.703125,28
"Red",1.09375,0.96875,32.5,2.84375,2,2.53125,26.71875,22,0.90625,4.65625,47.140625,9.84375,1.8125,28.484375,420.828125,34
"Red",0.317871094,2.818847656,23.14111328,8.491210938,9.400878906,1.255371094,93.88525391,33,0.935546875,2.922180176,23.98571777,2.159973145,1.12890625,1.723449707,64.53851318,29
"Red",2.375,6.8125,14.625,1.1875,1,5.125,284.75,25,0.00390625,2.895263672,24.29046631,18.26412964,20.33242798,3.662322998,155.8244629,29
"Red",0.03125,0.0625,45.375,11.5625,4.5625,0.375,15.21875,30,0.5,3.59375,36.40625,9.265625,3.28125,8.46875,205.5,29
"Red",0.21875,1.2578125,8.6484375,0.0234375,0.3125,7.2421875,41.6171875,41,0.750976563,1.165527344,7.372070313,0.730957031,3.0390625,1.637207031,55.57617188,30
"Red",0.015625,2.59375,22.234375,5.1875,6.046875,10.546875,139.515625,32,0.314453125,2.7890625,17.94433594,3.501953125,4.5234375,4.201171875,168.609375,32
"Blue",1.357513428,2.392852783,28.36405945,7.973388672,4.622467041,1.177124023,66.40591431,28,0.325927734,3.864746094,24.76220703,3.106689453,2.08203125,2.645263672,44.3425293,34
"Red",0.01171875,8.572265625,18.72558594,2.818359375,3.458007813,2.940429688,268.4101563,30,0.212463379,11.57313347,60.83408928,18.42658234,12.62670708,29.83562469,722.2343483,32
"Red",1.046875,2.824707031,6.955322266,4.608642578,0.701904297,6.548583984,229.7299805,36,0,6.356735229,27.34669495,5.62701416,3.717773438,1.966674805,163.2099152,34
"Blue",0.069335938,4.429199219,20.73828125,14.74194336,4.662597656,11.48925781,314.767334,29,0.0625,10.75,17.6875,6.875,8.75,8,314.4375,32
"Blue",0,0.81640625,14.8828125,3.72265625,0.58984375,2.85546875,56.90234375,31,0.15625,1.984375,46.078125,12.265625,2.921875,7.4375,104.5,24
"Blue",1.6796875,9.5703125,28.36328125,1.46875,3.42578125,11.84375,374.4179688,32,0.946777344,3.438964844,27.18823242,17.94494629,1.506103516,1.46875,177.3214111,33
"Red",0.155273438,7.000976563,72.95605469,8.05078125,3.70703125,1.721679688,138.8242188,31,0.009765625,2.353515625,19.85742188,15.4296875,9.609375,5.5859375,118.7714844,30
"Red",1.0625,0.25,30.9375,3.4375,2,18.1875,178.4375,29,0.125,5.5,16.125,13.125,2.625,7.125,208.5,23
"Red",0.138671875,1.5,22.66992188,10.38085938,5.673828125,3.650390625,79.3203125,43,0.195495605,0.001144409,9.409637451,1.886749268,1.209472656,4.826164246,14.39648438,36
"Red",0.78125,1.40625,15.75,5.5,1.65625,5.625,113.90625,26,0.8125,7.625,50.6875,9.5,12.1875,21.5,253.4375,26
"Blue",0.375,1.125,29.5,6.5,13.75,3.5,41.375,32,0.25,1.01953125,25.17578125,10.96484375,4.06640625,9.6171875,107.8945313,31
"Red",1.064453125,6.791015625,22.83691406,18.62304688,2.296875,31.31347656,355.0068359,35,0.017028809,0.38293457,12.33129883,9.314819336,3.352478027,1.330932617,18.01025391,35
"Red",0,1.125,22.625,2,0.75,7.875,88.5,28,0.220214844,1.710784912,3.760009766,1.163208008,0.610076904,1.233673096,39.54400635,34
"Red",0,0.84375,44.86914063,16.21191406,3.19140625,4.333984375,63.88769531,29,0.0078125,9.586914063,34.04882813,6.880859375,1.9140625,19.40332031,249.4501953,31
"Red",0.470703125,5.87890625,31.86914063,5.877929688,3.706054688,12.99316406,293.40625,30,1.63671875,5.118652344,11.38671875,10.96728516,6.859863281,1.9375,154.1611328,32
"Red",0.4375,3.0625,16.25,2.75,4.8125,8.25,128.75,27,0.5,4.5,15.9375,6,9.5625,7.0625,146.8125,31
"Red",0,2.7421875,33.80078125,16.0234375,11.40625,1.0390625,332.0976563,31,0.25,1.3125,39.1875,35.9375,0.0625,5.25,138.375,33
"Red",0.0078125,6.121582031,13.68017578,2.89453125,2.129882813,4.062988281,352.5625,33,0.5078125,0.622070313,2.965820313,1.4453125,3.439453125,1.102539063,25.82324219,33
"Red",0,8.133544922,52.66760254,0.555541992,6.505493164,35.43518066,208.4112549,37,0.317382813,0.4609375,22.03027344,6.61328125,14.52148438,4.947265625,65.73535156,30
"Blue",1.008789063,5.000976563,15.69042969,3.599609375,2.822265625,14.81738281,545.9941406,31,1.25,0.75,3.8125,2.1875,0.75,2.625,57.9375,29
"Blue",0,13.46875,14.21875,32.4375,17.25,3.1875,301.6875,34,1.793640137,11.17852783,7.960479736,2.018096924,2.33215332,5.719238281,449.973999,35
"Blue",0.5625,6.625,11.125,5.8125,3,2.875,240.125,31,0.09375,0.65625,32.1875,2.71875,0.21875,9.25,99.84375,33
"Red",0.109375,6.375,44.28125,6.65625,8.234375,9.4375,134.40625,26,0.398925781,3.889404297,29.86401367,6.74609375,7.655761719,19.31860352,293.9543457,26
"Red",0.03125,0,10.75,1.2421875,1.8359375,3.4765625,12.53125,35,0.5,4.53125,14.5703125,2.46875,0.1875,7.1015625,391.9140625,30
"Red",0,1.75,57.5,6,1.125,0.875,21.375,29,0.5625,5.5,39.3125,6.75,11.375,2.9375,168.3125,26
"Blue",0.84375,0.0625,23.6875,10.34375,4.953125,10.640625,194.265625,25,1.5,7,16.25,3.75,2.75,9.5,297.25,29
"Red",0.501953125,1.331054688,5.744140625,1.461914063,4.078125,3.274414063,73.15234375,30,0.75,2.625,35.25,3,0.25,16.5,159.125,33
"Blue",1.034133911,5.647830963,20.75201035,6.014560699,1.789070129,1.439781189,130.1353531,29,0.875,7.25,28.125,10.4375,2,3,183.5,28
"Blue",0.9375,0.6875,21.4375,7.4375,2.125,20.375,171.25,35,0.13633728,1.816110611,6.08612442,9.121146202,5.610984802,1.156280518,56.80260181,34
"Red",0.50012207,1.590393066,17.61724854,16.50482178,12.68939209,2.814575195,174.1868896,35,0.125,2.1875,11.0625,2.25,0,3.6875,81.375,31
"Red",0.571502686,5.812927246,18.63885498,2.148727417,6.995544434,2.107513428,341.0256195,31,0,0.90625,6.03125,1.03125,3.59375,2.84375,26.40625,28
"Blue",0.125,1.125,11.125,2.125,2.375,2,58,26,0.34375,5.578125,34.53125,21.875,25.171875,19.421875,330.5625,29
"Red",0.268890381,1.720428467,11.66305542,3.054748535,0.04776001,0.698760986,52.3460083,31,0.109375,0.078125,27.9921875,10.265625,13.5390625,7.2890625,36.359375,29
"Blue",0.072753906,4.698730469,29.04882813,11.29199219,14.03955078,2.944335938,142.9814453,28,0.01953125,3.70703125,30.71484375,9.859375,9.21875,11.171875,177.5429688,30
"Red",0.75,2.75,23.625,9.625,2.875,7.125,229.25,30,0.90625,2.0234375,10.53125,2.90625,0.875,5.03125,140.0234375,29
"Red",0.5,0.75,17.125,4.375,0.5,8.25,70.9375,33,1.8125,4.3125,41.28125,18.6875,3.625,5.96875,233.65625,34
"Blue",0.1875,0.9375,21,1.6875,1,2.0625,24.4375,22,0.0625,3.9375,36.9375,8.5,9.9375,1.75,158.8125,34
"Blue",0.09375,2.649414063,10.91064453,7.217285156,1.403808594,9.097167969,230.4599609,36,0.62890625,4.578125,35.88867188,7.00390625,9.046875,8.40234375,287.21875,31
"Red",1.0390625,0.42578125,16.28027344,3.374023438,3.262695313,2.922851563,42.76171875,37,1.093811035,2.086669922,22.83392334,12.38977051,2.010070801,7.177124023,70.65539551,32
"Blue",0,0.171875,11.5390625,5.125,3.71875,3.1796875,65.3828125,27,1.87109375,1.844360352,23.97143555,3.319946289,2.2578125,3.446899414,101.0770264,29
"Red",0.65625,1.471679688,37.79663086,6.898925781,5.813964844,0.876708984,46.56469727,29,0.09375,12.1953125,24.859375,5.484375,6.2265625,1.3984375,224.796875,32
"Red",0.6875,1.9375,5.9375,1.1875,0.6875,1.375,67,28,0.625,1.125,11.25,3.125,3.625,5.375,168.25,26
"Blue",1.5625,2.8125,26.5,11,2.3125,7.25,221.8125,26,0,8.25,26.4375,10.0625,4.4375,12.875,388,37
"Blue",0.4375,2.515625,9.296875,0.046875,0.625,7.484375,77.234375,40,0.5,2.625,10.25,4.875,7.875,1.625,43,29
"Blue",0.5390625,3.00390625,42.8359375,7.41796875,2.71484375,6.59375,148.6640625,28,0.034057617,0.765869141,12.66259766,7.629638672,2.704956055,2.661865234,14.02050781,35
"Red",0.005859375,1.59375,13.71875,2.291015625,3.83984375,3.0390625,59.65625,28,0.3125,2.96875,55.15625,15.53125,5.84375,14.875,209,24
"Blue",0.500003815,0.631473541,22.18990707,6.944908142,8.338672638,3.916954041,41.19789886,30,0.635742188,4.637695313,38.28222656,12.98242188,7.801757813,2.510742188,174.7705078,33
"Red",0.2734375,7.237304688,13.7734375,12.93457031,8.719726563,1.875,129.3222656,32,0.12890625,3.58203125,9.673828125,6.24609375,2.59375,10.62695313,144.0136719,35
"Red",0.017578125,3.852478027,56.78607178,13.02093506,18.27490234,19.66711426,231.5783081,34,0.0625,1.3125,28.5,6.9375,5.1875,5.25,98.5625,29
"Blue",1.1875,3.1875,23.75,3.6875,4.6875,10.375,235.375,29,0.094360352,0.033569336,15.51885986,4.755462646,1.158843994,7.376251221,22.95993042,38
"Red",0.6171875,1.7734375,9.1484375,3.1015625,3.96875,2.171875,46.875,23,0.568359375,9.816772461,29.21447754,15.21765137,19.63745117,1.776367188,100.6817627,31
"Red",0,1.125,7.625,6.25,6.625,2.375,37.25,28,0.440429688,3.421569824,4.520019531,2.326416016,1.220153809,0.467346191,76.0880127,34
"Red",2.625,5.4375,11.5625,8.65625,6.09375,9.1875,380.96875,31,0,0.1875,12.625,4.53125,10.6875,3,16.34375,27
"Blue",0,2.875,24.25,10.125,7.125,5.125,92.125,30,0.0625,0.390625,9.19140625,0.6171875,0.5234375,2.15234375,70.7734375,36
"Red",0.27734375,3,21.33984375,7.76171875,8.34765625,6.30078125,157.640625,42,0,4.713470459,22.69338989,6.25402832,5.435546875,3.933349609,104.4198303,33
"Red",0.625,1.875,14.375,3,5,7.625,87.625,25,0,1.125,17.1875,9.3125,6.4375,4.8125,94.0625,34
"Red",0.5,1.25,6.625,7.125,3.625,1.375,78.125,30,0,4,21.875,7,17.125,3.125,119.625,30
"Blue",0,0.625,27.3125,7.25,7.53125,7.6875,36.65625,35,1.8671875,2.125,16.484375,1.8515625,0.625,2.4375,164.5625,37
"Red",0.125,1.5625,27,4.125,1.75,3.6875,173,39,0,0.6875,35.73828125,18.42382813,0.3828125,2.66796875,40.77539063,29
"Blue",0.328125,1.912109375,48.84960938,24.73632813,5.609375,6.306640625,126.7460938,29,0.651855469,7.729492188,36.52441406,6.213378906,4.1640625,5.290527344,88.68505859,34
"Red",0.138671875,1.858398438,10.4765625,9.483886719,3.325195313,4.978515625,61.53466797,28,0.078125,0.8515625,8.560546875,2.748046875,1.525390625,3.845703125,61.5234375,37
"Red",0,0,50.25,25,8.125,2.125,13.125,21,1.625,6.25,54.375,9,8.375,27,298.875,26
"Red",0.310546875,7.001953125,85.91210938,11.1015625,4.4140625,1.443359375,117.6484375,31,0.145507813,7.397460938,23.09765625,7.583984375,12.07910156,5.888671875,243.9628906,28
"Red",0.1875,5.298828125,21.82128906,8.434570313,2.807617188,18.19433594,460.9199219,36,0.797851563,1.778808594,43.72802734,9.4921875,15.31152344,23.63720703,341.9086914,25
"Red",0.00012207,1.599441528,11.29704285,12.45121765,5.521102905,2.129440308,242.4798889,37,0.125,0.78125,16.3828125,1.234375,1.046875,3.3046875,70.546875,36
"Red",1.321044922,0.06652832,11.69238281,1.481811523,1.831298828,8.222167969,168.2860107,29,0.001983643,4.497253418,26.40643311,4.249359131,6.722259521,2.378059387,114.3447266,34
"Blue",0.75,0.625,2.25,0.375,1,0.25,18.5,25,0.0234375,2.4296875,41.5,8.3046875,11.140625,0.2109375,57.375,33
"Red",1.8125,4.046875,20.0625,4.8125,1.75,10.0625,280.046875,28,0,1.8125,7.0625,2.0625,5.1875,3.6875,49.8125,27
"Red",0.5,2.75,20.9375,5.5,4.25,6.25,168.875,30,0.625,2.625,25.5625,5.375,3.25,10.9375,162.3125,33
"Red",0.880859375,4.843139648,9.040039063,3.652832031,2.440307617,0.934692383,94.17602539,33,0.28125,1.03125,5.84375,2.15625,4.96875,2.1875,85.625,30
"Red",0.25,2.625,13.25,1.375,0.25,2.75,200.375,26,0.0625,0,14.5,2.484375,3.671875,0.953125,22.0625,34
"Red",0,2.375,13,9,19,0.75,36.5,29,0.125,0.875,23.875,9,9.875,3.5,43.625,34
"Red",0.768554688,2.692016602,26.34484863,2.815429688,3.373291016,11.68798828,274.4970703,33,0.01171875,3.1875,19.4375,2.58203125,4.6796875,4.078125,116.3125,27
"Blue",0.0234375,2.14453125,12.45117188,1.63671875,5.916015625,0.880859375,55.8203125,29,0.21875,0.15625,29.984375,10.53125,21.078125,8.578125,48.71875,28
"Red",0.309570313,2.127929688,70.62890625,32.66113281,4.052246094,3.555664063,142.359375,29,0.424926758,7.146266937,52.66817856,14.85316467,11.25341415,27.67124939,620.4686966,31
"Blue",0.3125,1.0625,42.578125,8.03125,15.515625,0,40.609375,26,0.125,4.75,29.25,11.25,13.125,4.625,127.875,34
"Blue",0,7.8125,36.625,9.625,9.125,1.5625,250.3125,25,0,6.375,35.75,12.875,23.875,4.875,301.5,32
"Blue",0.063644409,6.700286865,26.2538147,8.501419067,2.29296875,6.249572754,149.8937225,31,0,1.15625,25.25,9.15625,6.75,2.4375,144,34
"Red",0.0625,0.013671875,19.81640625,6.125,12.13671875,4.1953125,69.97070313,32,0.0625,0.095703125,35.73046875,3.911132813,4.708007813,5.547851563,29.52929688,36
"Blue",0.25,1.125,17,0.25,1.5,5.375,108,38,0.400878906,0.128417969,24.80224609,3.895996094,8.311523438,1.213867188,9.405273438,25
"Red",0.8125,0.5,8.4375,5.90625,6.09375,3.8125,16.8125,30,0.25,5.25,35.125,9.75,6.5,6.875,82.625,33
"Red",0.5546875,3,37.6796875,10.5234375,6.6953125,11.6015625,202.28125,42,0.068115234,0.531738281,8.325195313,6.259277344,4.409912109,1.323730469,23.04101563,34
"Red",0.242919922,1.167724609,8.581298828,3.748535156,0.645141602,0.39831543,28.83044434,29,0.25,5.5625,50.375,13.4375,17.5625,1.625,44.9375,28
"Blue",0,1.265625,8.53125,2.890625,0.359375,2.421875,67.609375,30,0.046933174,2.383088112,21.3475771,8.644622803,0.077683449,6.922111511,175.8468771,35
"Red",0.9375,2.71875,30.09375,2.84375,5.8125,0.78125,137.71875,24,0.125,0.625,17,2.875,3.375,2.5,16.125,29
"Red",0.375,0.875,16,3.375,2,3.125,48.875,22,0.125,1,50.625,11.5,16.75,0.875,98.625,26
"Blue",0.5,4.15625,17.6875,3.8125,7.90625,8.96875,258.09375,33,1.375,1.125,2.625,1.125,0,3,88.375,24
"Blue",0.0625,0.0625,19.0625,14.75,1,18.75,59.6875,36,0,4.426940918,29.38677979,8.508056641,8.87109375,7.866699219,193.8396606,33
"Blue",0.587280273,5.357055664,8.920959473,3.036193848,0.664306641,3.438476563,128.947998,35,1.016220093,7.019821167,41.12944031,7.465515137,3.610610962,35.80967712,411.0067902,34
"Blue",0.62109375,5.00390625,95.82421875,12.203125,3.828125,2.88671875,143.296875,31,1.136535645,5.591323853,25.00804138,8.058242798,2.156280518,3.759124756,236.5414124,29
"Red",0.015625,0.557617188,7.530273438,0.568359375,0.553710938,2.983398438,17.25390625,42,0.00390625,2.662109375,9.48828125,2.923828125,7.15625,6.548828125,140.3046875,29
"Red",1.646484375,4.000976563,22.61132813,5.138427734,6.499511719,7.045654297,188.2714844,29,0.65625,3.82421875,60.69921875,34.47265625,9.21875,3.61328125,183.4921875,28
"Red",0.25,4.375,12.125,2.5,0,7.375,125.75,31,0.76171875,1.686279297,7.080078125,2.305664063,3.880615234,1.869384766,50.35205078,33
"Red",0.003967285,7.994506836,44.81286621,8.498718262,7.444519043,4.756118774,228.6894531,33,0.781982422,0.004577637,9.638549805,1.54699707,2.837890625,4.304656982,25.5859375,35
"Blue",0.599609375,4.88671875,21.24023438,4.96484375,4.923828125,9.6640625,128.9707031,28,0,3.1875,24.4375,10.5625,19,8.8125,199.125,30
"Blue",0.75,4.5,33.25,13.875,2,6,132,28,7.63e-06,0.262947083,13.37981415,3.889816284,0.677345276,2.833908081,23.39579773,29
"Red",0.7421875,2.688720703,22.94287109,0.639892578,0.515625,4.893798828,75.15405273,28,1.251220703,3.46875,9.552246094,5.100830078,4.097412109,0.731201172,72.35131836,29
"Blue",0.1875,1.3125,37.375,4.4375,0.4375,1.5,30.6875,33,0.546875,6.474609375,19.546875,12.86914063,13.43945313,2.75,69.64453125,31
"Blue",0.03125,1.34765625,22.1953125,0.5234375,1.65625,18.61328125,140.8007813,30,0,0.375,39.4765625,11.84765625,0.765625,5.3359375,18.55078125,28
"Red",0.642089844,0.133056641,19.38476563,2.963623047,1.662597656,16.44433594,133.5720215,28,0.010803223,4.224182129,22.44232178,2.524475098,0.77545166,12.38952637,268.5697632,31
"Red",0.125,0,20,1.96875,6.34375,1.90625,24.125,34,0.25,0.5625,10.765625,2.46875,1.09375,2.609375,93.09375,36
"Red",0.125,8.21875,14.78125,4.125,3.46875,5.5625,251.125,31,2.9375,1.75,7.25,3.3125,2.1875,2.6875,120.6875,24
"Red",0.5,5.375,19.625,4.125,1.125,5.125,173.375,27,0.875,3.4375,32.1875,1.6875,8.625,1.5625,206.4375,23
"Red",0.375,2.125,15.0625,4.1875,0.5625,3.3125,94.25,31,0.03125,4.486328125,16.72070313,3.578125,4.51953125,5.251953125,246.25,32
"Blue",0,4.4453125,28.7109375,11.46875,5.703125,3.625,123.375,28,0.3984375,4.9453125,12.6796875,2.95703125,1.578125,1.41796875,63.9921875,35
"Blue",0.21875,0.75,31.5625,4.3125,10.46875,3.875,36.8125,25,0.2578125,6.15625,48.77734375,7.0078125,7.09375,16.8046875,486.4375,31
"Blue",0.625,2.9375,32.3125,2.0625,2.6875,28.75,267,23,0.260932922,2.968930244,46.39384747,7.10724926,0.746524811,2.477338791,107.5117893,33
"Blue",0.375244141,5.346679688,24.33569336,11.55908203,8.040283203,4.708496094,151.621582,31,0.204589844,1.232421875,12.98242188,2.875,2.094726563,2.055419922,64.0480957,33
"Red",1.430053711,1.571411133,71.45623779,15.89355469,4.489868164,0.708496094,113.6236572,27,1.375,2.3125,35.125,18.5,12.6875,6.6875,128.25,29
"Red",0.0625,0.125,73.75,21.125,4.125,0.75,30.4375,29,0.03515625,3.704956055,22.57214355,11.04187012,14.54980469,0.334228516,40.15661621,33
"Red",0.501464844,4.895019531,20.1484375,9.228759766,9.49206543,1.65246582,120.9862061,26,0.128723145,1.800842285,24.86444092,7.587341309,6.646240234,4.213623047,44.46746826,36
"Blue",0,0,16.125,9.25,9.625,0.125,2.5,27,0.03125,4.162109375,25.32373047,18.11303711,12.65942383,0.298583984,128.5957031,28
"Red",0,0.011962891,7.662841797,4.740722656,1.531494141,0.86328125,3.343261719,31,0.1328125,1.467285156,14.16943359,9.037597656,8.912109375,1.047851563,56.54052734,32
"Blue",0.375,1.625,10.25,6.75,3.625,8.125,7.875,29,0.03125,0.25,55.96875,8.8125,1.6875,2.5625,33.75,30
"Red",0.537780762,3.440856934,23.32611084,6.10949707,0.09552002,1.397521973,104.6920166,30,0.046875,4.2890625,21.90234375,3.2734375,11.83203125,0.76171875,109.640625,29
"Red",0.4375,0.3125,32.96875,17.0625,37.15625,4.15625,33.4375,28,0.849853516,6.292533875,53.33635712,15.70632935,17.50682831,10.34249878,343.9373932,31
"Blue",0.291015625,9.794921875,13.1953125,1.16796875,17.15820313,3.77734375,238.9257813,28,0.390625,9.02734375,32.4140625,5.838867188,13.12207031,27.00683594,533.7226563,31
"Red",0.271484375,4.275390625,28.56445313,16.96484375,8.603515625,1.021484375,256.5410156,32,0,0.3125,19.5,7.3125,1.5,3.875,27,34
"Red",0.8828125,2.515625,7.7890625,2.0625,1.1171875,1.1171875,97.8203125,31,0.03515625,2.00390625,12.76171875,1.3984375,6.2890625,3.26953125,103.9765625,30
"Red",0.5546875,5.43359375,20.90625,21.93554688,7.30078125,11.9140625,232.1386719,28,0.174560547,5.714111328,13.84191895,5.072387695,1.328613281,2.876953125,122.8959961,34
"Red",0.854614258,5.098266602,21.0637207,12.79821777,5.141479492,11.20874023,541.3181152,35,0.188720703,0.067138672,16.03771973,5.510925293,2.317687988,9.752502441,24.91986084,37
"Blue",0.625,1.125,18.15625,5.0625,12.03125,0,81.21875,25,0,0.2890625,13.484375,1.65625,3.84375,6.1953125,24,31
"Blue",0.0625,6.97265625,25.44140625,6.15625,8.0390625,8.50390625,423.5,32,0.1328125,10.28125,29.0078125,10.84570313,10.90625,18.18554688,424.5390625,38
"Red",0.25,6.9375,24.375,3.25,4.8125,10.875,319.125,33,1.4453125,3.34375,5.6953125,1.6640625,0.8671875,4.9375,317.6484375,32
"Red",0,7.3125,21.375,7.625,12.8125,5.9375,274.1875,33,0,1.375,28.3125,13,12.75,1.4375,80.0625,26
"Red",0.5078125,3.7890625,26.69921875,14.9296875,16.23046875,3.65625,105.140625,32,0.375,1.6953125,21.82421875,2.3203125,2.36328125,2.20703125,54.609375,30
"Red",0.563964844,0.009155273,11.27709961,0.093994141,0.67578125,7.609313965,45.171875,35,0.595703125,2.557617188,41.45605469,13.984375,16.62304688,5.274414063,118.8173828,25
"Red",1.2421875,2.0078125,59.6484375,3.40625,0.65625,4.7734375,178.59375,30,1.3125,4.6484375,22.3984375,14.9453125,7.4375,7.2265625,326.984375,28
"Red",0.125,0.02734375,12.6328125,2.25,4.2734375,6.390625,73.94140625,31,0.00793457,2.989013672,43.62573242,9.997436523,3.889038086,8.512237549,185.3789063,33
"Red",0,5.875,4.0625,4.4375,1.28125,6.171875,326.625,31,0.75,4.625,14.375,6.5625,5.25,6.75,171.1875,32
"Red",0.2734375,11.26708984,39.85791016,15.87060547,14.54980469,5.10546875,108.7270508,30,1.75,3.625,37.25,23,8.375,13.375,249.5,28
"Red",1.53e-05,0.525894165,18.7596283,5.779632568,1.354690552,5.667816162,42.79159546,29,0.15625,1.65625,34.71875,16.875,22.75,1.375,26.34375,29
"Red",0.0078125,5.32421875,16.9765625,4.84765625,10.3125,13.09765625,280.609375,29,0.136230469,1.063476563,8.650390625,3.518554688,4.819824219,0.647460938,43.08203125,34
"Blue",0.125,0.25,51.5,16.25,1.25,1.5,60.875,29,0.625,2.88671875,29.18652344,7.595703125,12.25585938,3.506835938,98.25878906,28
"Red",0.5234375,0.625,9.2734375,1.515625,2.703125,4.8125,86.609375,30,0.409179688,1.46484375,7.96484375,4.75,4.189453125,1.110839844,115.0961914,33
"Red",0.000244141,1.180786133,7.23449707,6.009643555,13.37878418,3.629150391,237.3737793,34,0.515625,5.3125,46.5546875,5.015625,6.1875,19.609375,286.875,30
"Red",0.96875,4.90625,23.5,4.125,1.25,3.5625,231.15625,36,0.1875,12.390625,12.71875,3.96875,4.453125,2.796875,167.59375,31
"Red",0,2.96875,26.203125,9.09375,6.625,3.15625,83.390625,30,0.125,1.75,13.875,0.5,1.375,6.375,126.125,30
"Blue",0.375,4.375,27.5,5.375,3.375,3.75,158.75,28,0.2578125,7.1640625,19.34765625,12.4921875,5.1875,21.25390625,288.0273438,34
"Red",0.25,1,31.875,21.125,18,0.5,16.5,32,0.58203125,2.58984375,7.390625,2.3359375,2.31640625,2.5546875,72.8515625,27
"Blue",0.349121094,8.428222656,26.68383789,10.14477539,2.657226563,4.75390625,204.7919922,34,0.0703125,4.0078125,18.5234375,2.796875,11.578125,3.5390625,207.953125,30
"Red",0.375,6.59765625,27.64257813,10.86914063,5.615234375,22.38867188,567.8398438,35,0.377441406,0.134277344,21.07543945,7.021850586,4.635375977,10.50500488,30.83972168,37
"Red",0.414079666,1.397070289,7.059161395,2.259195238,0.854524851,0.622743726,56.37097096,37,0.070556641,1.913330078,14.70080566,5.044189453,7.076171875,4.399414063,104.4299316,33
"Blue",0.5,6.875,28.75,3.5,1.625,12.75,159.25,32,0.375,2.5,17.375,1.625,3,0.25,68.75,33
"Red",0.25,9,14.875,3.5,0,6.875,461.375,35,0,1.25,28.625,12.5,12.0625,2.375,62.3125,34
"Red",2.286010742,8.251708984,6.555419922,3.594909668,3.982177734,2.430053711,291.102478,30,0.303710938,6.458984375,38.04882813,5.426757813,1.328125,4.581054688,107.3701172,33
"Red",0.265899658,1.068969727,9.393432617,6.934661865,8.401519775,1.656707764,30.55374146,36,0.0625,0.32421875,22.64746094,16.22607422,9.318847656,0.597167969,25.19140625,28
"Blue",1.25,2.25,17.3125,6.125,13.0625,0,114.4375,25,0.25,7.4375,19.5625,6.25,4.9375,9.125,345.25,30
"Red",0.971679688,1.670898438,24.32519531,5.994140625,2.580566406,1.593261719,66.32177734,29,0.3125,2.40625,8.2421875,3.9921875,3.1015625,3.3828125,59.09375,36
"Blue",0.125,0.75,8.875,1.5,1.625,5.3125,83.5625,30,0.09375,1.71875,37,12.21875,14.5625,0.84375,33.5,32
"Blue",1.075561523,5.881713867,36.65222168,9.218994141,0.191040039,1.795043945,180.3840332,30,0.046875,4.75,26.75,6.328125,4.71875,4.3125,87.25,27
"Red",0.545349121,3.264442444,9.344497681,6.484584808,2.443939209,2.62512207,182.2104073,33,0,0.75,34.953125,8.6953125,1.53125,7.671875,19.1015625,28
"Red",0,1,35.96875,16.59375,3.296875,0.625,42.34375,33,0.75,1.390625,28.6484375,3.640625,2.7265625,0.4140625,21.21875,30
"Red",1.002929688,6.790039063,16.296875,7.457519531,7.984130859,3.304931641,240.9724121,25,0.3125,0.3125,34.4375,13.75,13.5,2.75,21.6875,29
"Blue",0.90625,2.71875,17.8125,1.875,2.5,8.75,229.625,29,0.305419922,2.0234375,0.367675781,1.302246094,0.556152344,0.184814453,34.25146484,36
"Blue",0.284179688,0.266113281,19.76953125,4.927246094,3.325195313,12.88867188,133.144043,28,1.03125,1.48828125,11.86328125,1.78125,5.7578125,4.41015625,96.29296875,32
"Red",2.502441406,1.9375,8.104492188,3.201660156,1.194824219,1.462402344,69.70263672,28,0.860107422,2.142822266,113.9124756,20.78710938,2.979736328,0.416992188,70.24731445,27
"Blue",0.09375,2.578125,11.8046875,4.546875,2.6640625,1.5234375,68.28125,28,0.093866348,2.766176224,19.69515419,7.289245605,0.155366898,4.844223022,145.6937542,34
"Red",0,4.853881836,42.77355957,4.016113281,1.7421875,15.73339844,378.6793213,32,1.19140625,3.115234375,14.91210938,8.96875,15.24609375,9.548828125,177.6347656,24
"Red",2.125,0.96875,11.78125,1.5625,4.1875,1.65625,119.40625,26,0.54296875,3.55078125,33.12890625,6.9296875,1.20703125,2.04296875,179.0820313,32
"Red",0,0.023925781,10.32568359,7.481445313,3.062988281,1.7265625,6.686523438,30,0.25,0.0546875,11.265625,3.5,5.546875,6.78125,71.8828125,31
"Red",0.5390625,1.6875,23.2421875,8.90625,3.171875,19.578125,399.8828125,29,0.4375,0.5,13.125,1.625,1.9375,6.75,34.625,25
"Blue",1.151123047,4.763427734,39.30444336,5.437988281,0.382080078,3.590087891,211.7680664,29,0.500854492,1.039306641,23.60604858,3.198455811,8.930267334,6.824005127,63.84292603,28
"Blue",0.015625,1.6484375,6.953125,0.6953125,1.625,1.1953125,34.21875,28,0,0.818359375,14.09570313,9.015625,4.40234375,0.56640625,53.97070313,33
